S.No,District,Taluka,Location,Date ofCollection,Cr,Fe,Mn,Zn,Cu
100,Bhavnagar,Palitana,Palitana,May-18,0.0089,0.1183,0.0351,0.0414,0.0061
101,Bhavnagar,Palitana,Panchpipla,May-18,0.0054,0.1592,0.0324,0.0222,0.0041
102,Bhavnagar,Vallabhipur,Panvi1,May-18,0.0,0.0182,0.0007,0.0128,0.0021
103,Bhavnagar,Palitana,Sajnasar,May-18,0.0,0.1355,0.615,0.0284,0.0003
104,Bhavnagar,Mahuva,Shantinagar,May-18,0.0032,0.044,0.0164,0.0145,0.0016
105,Bhavnagar,Talaja,Talaja 2,May-18,0.0,0.0968,0.0064,0.0172,0.0006
106,Bhavnagar,Umrala,Timbi 2,May-18,0.0,0.2636,0.0168,0.0181,0.003
107,Bhavnagar,Vallabhipur,Vallabhipur,May-18,0.0,0.3788,0.1369,0.0231,0.0236
108,Bhavnagar,Vallabhipur,Ayodhyapuram,May-18,0.3405,0.9827,0.0,0.0414,0.1446
109,Bhavnagar,Talaja,Kundheli,May-18,0.0,0.7319,0.0345,0.0378,0.0095
110,Dahod,DEVGAD BARIA,Badpa,May-18,0.0,0.13,0.0441,0.0,0.002
111,Dahod,DEVGAD BARIA,Devgadh Baria,May-18,0.0,0.0,0.1765,0.0014,0.0032
112,Dahod,DEVGAD BARIA,Khaania,May-18,0.0,0.046,0.0067,0.0,0.0016
113,Dahod,DHANPUR,Tokarba,May-18,0.0,0.2825,0.2384,0.002,0.0023
114,Dahod,DHANPUR,Kanjetha,May-18,0.0003,0.1185,0.0091,0.0004,0.0019
115,Dahod,DHANPUR,Dhanpur,May-18,0.0027,0.0,0.126,0.4212,0.0943
116,Dahod,Dhanpur,Ambakatch,May-18,0.0003,0.2164,0.1914,0.0045,0.0025
117,Dahod,GARBADA,Garbara,May-18,0.0179,0.1155,0.0552,0.0045,0.0076
118,Dahod,GARBADA,Panchwada,May-18,0.0323,0.1185,0.0062,0.0,0.0023
119,Dahod,DOHAD,Varamkheda,May-18,0.0061,0.0848,0.0294,0.0,0.0012
120,Dahod,DOHAD,Dahod Urban-1(Auto garage),May-18,0.0,0.096,0.1042,0.0238,0.0038
121,Dahod,DOHAD,Dahod Urban-2(G.E.B. Compoud),May-18,0.0003,0.0465,0.0042,0.0109,0.0028
122,Dahod,DOHAD,Dahod Urban(Forest Conoly),May-18,0.0011,0.0369,0.0074,0.0203,0.0031
123,Dahod,DOHAD,Dahod(Opp Collectorate),May-18,0.0224,0.3125,0.0079,0.0111,0.0026
124,Dahod,JHALOD,Mirakhedi,May-18,0.0489,0.1906,0.027,0.0104,0.0031
125,Dahod,JHALOD,Limbdi,May-18,0.0,0.3563,0.059,0.0208,0.0037
126,Dahod,LIMKHEDA,Dadhela,May-18,0.0204,0.1,0.0026,0.015,0.002
127,Dahod,FATEPURA,Sarsava,May-18,0.0,0.1587,0.0978,0.0102,0.002
128,Dahod,FATEPURA,Sukhsar,May-18,0.0291,0.0671,0.0021,0.0097,0.0018
129,Gandhinagar,Gandhinagar,Serthapara,May-18,0.0406,0.2982,0.1525,0.2861,0.0181
130,Gandhinagar,Gandhinagar,Palia,May-18,0.0188,0.0923,0.0069,0.0122,0.0
131,Jamnagar,Kalavad,Toda,May-18,0.0119,0.0821,0.0124,0.0048,0.0038
132,Jamnagar,Kalavad,Haripur2,May-18,0.0094,0.2645,0.0651,0.0187,0.0051
133,Jamnagar,Kalavad,Moti matli,May-18,0.0065,3.1,0.0404,0.0159,0.0052
134,Jamnagar,Jamnagar,Vijarkha,May-18,0.0036,0.1071,0.0108,0.0104,0.0025
135,Jamnagar,Jodiya,Bedanpur,May-18,0.0517,2.3,0.067,0.0345,0.0104
136,Jamnagar,Jodiya,Dudhai2,May-18,0.0074,0.246,0.0174,0.0254,0.0037
137,Jamnagar,Jodiya,Amran1,May-18,0.0069,6.0,0.1063,0.3584,0.0544
138,Jamnagar,Dhrol,Dhrol2,May-18,0.0045,0.2872,0.0322,0.0171,0.0042
139,Jamnagar,Jamnagar,Changa,May-18,0.0219,0.2459,0.2112,0.0457,0.0069
140,Jamnagar,Lalpur,Lalpur1,May-18,0.0151,0.1152,0.0973,0.1173,0.007
141,Jamnagar,Bhanvad,Ambardi,May-18,0.0169,0.0622,0.0248,0.0191,0.0045
142,Jamnagar,Jamjodhpur,Balwa,May-18,0.0135,2.0,3.2,0.0173,0.0047
143,Jamnagar,Jamjodhpur,Seth vadala,May-18,0.01,0.1175,0.0631,0.0085,0.004
144,Jamnagar,Lalpur,Vad panchasara,May-18,0.0003,0.1582,0.0458,0.0061,0.0029
145,Jamnagar,Jamnagar,Jamnagar2,May-18,0.0032,0.089,0.0513,0.0111,0.0051
146,Jamnagar,Jamnagar,Gordhanpur,May-18,0.0001,0.0598,0.0356,0.0,0.0029
147,Jamnagar,Jamnagar,Bed1,May-18,0.0346,0.1022,0.0471,0.0249,0.0104
148,Jamnagar,Khambhalia,Kajuda,May-18,0.0342,0.0582,0.2504,0.0274,0.0212
149,Jamnagar,Khambhalia,Salaya,May-18,0.0007,0.2838,0.0421,0.0016,0.004
150,Jamnagar,Khambhalia,Vinjhalpur,May-18,0.0131,0.0896,0.0411,0.0,0.0031
