CCME-WQI,WAWQI,EBWQI
66.31761086767857,39.48,307.6746345448368
17.470764626300223,136.8918888888889,1273.5967544453306
66.15784156828437,8.311444444444444,59.166798136361855
30.83489398013745,78.27511111111112,636.2631889167995
62.60527617600184,17.196111111111108,151.42329964928962
67.20070874824486,31.671000000000003,258.8672232115767
74.46953276465452,19.92588888888889,153.38387834270543
43.89760544740091,35.278222222222226,295.7355466893079
59.767055094977444,26.945444444444448,218.57646789367237
87.19700321032042,20.785999999999998,172.3711135543794
100.0,,0.0
71.67047789866466,12.874444444444446,104.15566796258454
71.53959841165826,16.028666666666666,133.3181065468924
67.62610342215837,24.83677777777778,220.06263678380176
76.22517448950006,11.151777777777777,86.35039028499017
55.625238085875814,30.252666666666673,240.22355291360307
26.70501392225198,87.04277777777777,761.8643322333818
36.90818136830049,42.928666666666665,379.23486278559517
59.0497444081066,20.675111111111114,136.61869277635378
65.86511200956848,7.563777777777778,56.04709425839924
63.97293037615511,17.769555555555556,154.14294872506875
73.72178722148526,18.709666666666664,161.03170399967232
53.72672567453657,31.820999999999998,279.3245595455923
65.42692274662842,18.17,161.38786247918415
66.6137411403914,16.278222222222222,118.90252801153034
69.92642827113401,11.926666666666668,96.0647121089832
54.84441419067178,5.465777777777779,41.01271027009679
59.38392098619341,25.539888888888886,232.33283176720843
71.48219587444136,13.275222222222224,104.08634783608761
82.6578383772422,19.65788888888889,162.1520965950587
65.5788392014936,12.803444444444445,88.58129328852857
58.148962235553995,29.235333333333337,252.37214751801207
71.15145412066084,8.766666666666666,67.74888249710179
43.6314294695745,36.629444444444445,324.7039923335555
72.22934857593026,14.900444444444444,109.64639590690732
69.71398970896857,9.960111111111111,68.25274862970973
54.19721162517428,4.821555555555555,37.948042389935054
76.61809222796799,22.122333333333337,179.9626955676796
66.61452152683594,9.588444444444443,77.36140922106247
65.8292441441584,14.805333333333335,134.18904253568456
64.18769644377082,18.226222222222223,143.59644035818556
65.75138159479934,9.984555555555557,73.95255121249856
59.29944463430094,12.63822222222222,90.8738580634186
82.01663347247015,13.958888888888891,99.27487040775463
60.78944108842221,22.079888888888892,194.32350001024307
66.06574417387284,34.26733333333333,259.06064880434286
50.950464242401644,31.771222222222214,246.67987738924484
54.73287063385955,25.624555555555556,172.5087459028389
61.35468019999579,7.9153333333333356,59.93724885353319
40.22472523006642,59.31188888888889,506.52518877351184
