129,Bhavnagar,Jalia,7.70,4070,2727,0,427,1093,70,113,0.50,350,304,223,1680,187,6.1,Unnamed: 0,1.98
130,Bhavnagar,Porbada,8.2,890,596,0,378,99,15,29,0.75,310,72,24,280,99,3.7,0.0,2.57
131,Bhavnagar,Timbi2,8.2,404,271,0,195,43,8,12,0.1,160,32,15,140,46,1.4,,1.69
132,Bhavnagar,Lonjdhara,8.2,1338,896,0,634,99,25,28,2.2,520,24,24,160,256,0.6,,8.8
133,Bhavnagar,Panvi1,8.2,2800,1876,0,1095,341,19,55,2.0,898,24,24,160,599,13.3,,20.59
134,Bhavnagar,Vallbhipur,7.9,6384,4277,0,1013,1562,9,118,2.4,830,40,73,400,1287,1.1,,27.98
135,Bhavnagar,Ayodhyapuram,8.2,4550,3049,0,1671,611,32,151,4.4,1370,16,19,120,1066,0.2,0.0,42.31
136,Bhavnagar,Boda,8.1,1676,1123,0,517,121,65,247,1.1,424,20,10,90,377,1.5,0.0,17.28
137,Bhavnagar,Khundeli,7.9,1841,1233,0,305,362,85,92,0.4,250,100,90,620,144,0.2,0.0,2.51
138,Bhavnagar,Piprala,8.2,686,460,0,281,71,27,30,0.15,230,56,36,290,44,0.4,,1.12
139,Bhavnagar,Vadala,8.0,922,618,0,293,99,76,39,0.26,240,56,46,330,71,0.0,0.0,1.7
140,Bhavnagar,Vavdi,8.0,1170,784,0,403,107,130,59,0.35,330,52,83,470,83,0.1,0.0,1.66
141,Dahod,Khandania,8.1,730,489,0,354,36,20,129,2.0,290,76,27,300,91,1.2,,2.28
142,Dahod,Salaya1,8.1,841,563,0,366,78,30,36,1.0,300,28,27,180,136,0.5,,4.41
143,Dahod,Kanjetha,7.6,720,482,0,329,42,34,45,0.85,270,48,27,230,81,3.1,,2.32
144,Dahod,Tokarba,8.0,972,651,0,232,170,20,76,0.95,190,76,32,320,97,1.9,,2.36
145,Dahod,Dahod1,8.0,927,621,0,220,92,115,57,0.94,180,68,29,290,81,0.0,0.0,2.07
146,Dahod,Dahod2,7.5,1376,922,0,427,14,6,207,2.7,350,52,41,300,137,3.3,,3.44
147,Dahod,Varamkheda,7.7,747,500,0,329,99,22,22,1.3,270,40,29,220,108,3.3,,3.17
148,Dahod,Sukhsar,8.1,743,498,0,366,43,32,36,0.85,300,28,22,160,123,1.4,,4.23
149,Dahod,Garbara,7.7,5303,3553,0,586,1136,45,380,3.0,480,160,171,1100,664,36.6,,8.7
150,Dahod,Panchwada,7.9,823,551,0,281,64,35,79,1.1,230,48,44,300,62,2.0,,1.56
151,Dahod,Limbdi2,8.2,577,387,0,305,50,3,43,1.18,250,36,15,150,102,4.9,0.08,3.62
152,Dahod,Mirakhedi,8.1,861,577,0,342,71,65,40,0.82,280,56,27,250,105,0.2,,2.89
153,Dahod,Dadhela,8.0,917,614,0,342,78,48,61,1.2,280,32,37,230,123,5.2,,3.53
154,Dahod,Wadia,8.0,3200,2144,0,256,731,180,169,1.03,210,244,144,1200,174,10.6,0.0,2.18
155,Dahod,Badpa,8.0,1072,718,0,378,135,10,17,2.9,310,48,15,180,164,1.3,0.2,5.31
156,Dahod,Dahod urban 2,8.0,2095,1404,0,451,316,205,47,2.4,370,52,90,500,249,4.0,0.07,4.84
157,Dahod,Dahod urban 3,7.8,2464,1651,0,244,646,44,90,0.55,200,148,76,680,264,3.8,0.0,4.4
158,Dahod,Garadu,8.0,635,425,0,342,50,12,25,0.97,280,28,171,140,115,2.0,0.0,4.23
159,Dahod,Thada,8.0,437,293,0,195,43,15,32,1.15,160,44,22,200,32,5.1,2.04,0.98
160,Daman,Khariwad daman,7.72,1248,836,0,512,149,5,20,0.6,420,56,43,320,156,7.0,,3.79
161,Daman,Ambabari,7.94,1148,769,0,549,113,16,11,0.29,450,132,29,450,86,10.0,,1.76
