DISTRICT,LOCATION,PH,EC,ALK,SO4,CO3,F,MG,HCO3,TDS,YEAR,NO3,TH,CL,NA,CA,K
Dangs-Ahwa,Ahwa1,8.13,1130.0,370.0,60.0,0.0,0.0,61.0,451.0,757.1,2020,18.0,350.0,128.0,101.0,40.0,20.0
Dangs-Ahwa,Umberpada,8.34,1028.0,430.0,33.0,48.0,0.35,63.0,427.0,688.76,2020,16.0,360.0,57.0,97.0,40.0,0.64
Dangs-Ahwa,Chichpada,7.8,1629.0,541.0,45.0,0.0,1.12,63.0,659.0,1091.43,2020,36.0,520.0,199.0,175.0,104.0,7.5
Dangs-Ahwa,Dhumkhal,7.81,872.0,331.0,33.0,0.0,0.47,41.0,403.0,584.24,2020,17.0,360.0,64.0,50.0,76.0,0.5
Dangs-Ahwa,Jakana,8.1,940.0,331.0,45.0,0.0,0.31,41.0,403.0,629.8,2020,12.0,450.0,107.0,31.0,112.0,0.85
Dangs-Ahwa,Malegaon,8.27,746.0,130.0,35.0,0.0,0.23,22.0,159.0,499.82,2020,2.0,210.0,135.0,70.0,48.0,0.64
Dangs-Ahwa,Baripada,7.12,1080.0,260.0,84.0,0.0,0.5,56.0,317.0,723.6,2020,100.0,400.0,121.0,85.0,68.0,1.15
Dangs-Ahwa,Chikhli,8.1,542.0,190.0,31.0,0.0,0.22,19.0,232.0,363.14,2020,19.0,240.0,43.0,28.0,64.0,0.45
Dangs-Ahwa,Aherdi,8.01,685.0,260.0,33.0,0.0,0.39,34.0,317.0,458.95,2020,9.0,290.0,43.0,38.0,60.0,1.92
Dangs-Ahwa,Nana pada,7.95,706.0,200.0,43.0,0.0,0.27,36.0,244.0,473.02,2020,24.0,310.0,92.0,36.0,64.0,0.25
Dangs-Ahwa,Sakarpatal,7.91,655.0,230.0,36.0,0.0,0.34,29.0,281.0,438.85,2020,43.0,240.0,43.0,62.0,48.0,2.07
Dangs-Ahwa,Jamalpada,8.15,929.0,270.0,43.0,0.0,0.85,46.0,329.0,622.43,2020,1.0,310.0,142.0,93.0,48.0,1.36
Dangs-Ahwa,Waghai,7.85,1550.0,140.0,140.0,0.0,0.3,54.0,171.0,1038.5,2020,18.0,560.0,376.0,115.0,136.0,0.92
Dangs-Ahwa,Chinchnogaotha,7.82,1063.0,390.0,30.0,0.0,0.57,51.0,476.0,712.21,2020,32.0,390.0,92.0,87.0,72.0,8.33
Dangs-Ahwa,Nadak khadi,8.27,1084.0,250.0,60.0,0.0,0.8,66.0,305.0,726.28,2020,60.0,370.0,135.0,97.0,40.0,0.34
Dangs-Ahwa,Bori Goatha 1,8.17,628.0,290.0,13.0,0.0,0.14,41.0,354.0,420.76,2020,4.0,280.0,28.0,24.0,44.0,0.83
Dangs-Ahwa,Vanzat Amba,7.43,655.0,190.0,35.0,0.0,0.43,27.0,232.0,438.85,2020,15.0,250.0,78.0,50.0,56.0,2.5
Diu,Jalawadi,7.88,10250.0,230.0,118.0,0.0,0.31,357.504,281.0,6868.0,2020,1.1,2892.0,3545.0,1082.0,569.136,52.0
Diu,Moiwachawadi,7.98,4940.0,310.0,322.0,0.0,0.62,172.672,378.0,3310.0,2020,127.0,1201.0,1205.0,538.0,196.392,64.0
Diu,Gomtimata,8.19,3468.0,500.0,189.0,0.0,0.64,116.736,610.0,2324.0,2020,104.0,651.0,709.0,508.0,68.0,39.0
Gandhinagar,Paliya,7.41,2460.0,490.0,109.0,0.0,1.4,117.0,598.0,1648.0,2020,107.0,701.0,362.0,250.0,88.0,3.5
Gir Somnath,Ankolwadi,7.2,1111.0,400.0,30.0,0.0,0.27,49.0,488.0,744.37,2020,8.0,370.0,85.0,85.0,68.0,0.88
Jamnagar,Amaliya Chokdi,7.04,3021.0,300.0,112.0,0.0,2.3,122.0,366.0,2024.07,2020,13.0,850.0,780.0,299.0,140.0,7.19
Jamnagar,Ambardi,7.43,1920.0,381.0,84.0,0.0,1.3,77.0,464.0,1286.4,2020,86.0,515.0,298.0,204.0,80.0,2.16
Jamnagar,Amran1,6.64,478.0,110.0,13.0,0.0,0.62,22.0,134.0,320.26,2020,3.0,150.0,78.0,41.0,24.0,4.79
Jamnagar,Aramda or Arambhada,7.47,2350.0,450.0,110.0,0.0,4.3,46.0,549.0,1574.5,2020,5.0,310.0,426.0,370.0,48.0,31.17
Jamnagar,Balwa,7.26,1425.0,281.0,75.0,0.0,0.25,54.0,342.0,954.75,2020,114.0,560.0,191.0,68.0,136.0,0.36
Jamnagar,Bangour  Choukdi,7.27,755.0,150.0,45.0,0.0,0.27,27.0,183.0,505.85,2020,84.0,290.0,78.0,40.0,72.0,0.56
Jamnagar,Bed1,7.67,1560.0,331.0,14.0,0.0,0.97,58.0,403.0,1045.2,2020,5.0,690.0,301.0,37.0,180.0,1.92
Jamnagar,Bedanpur,7.72,8000.0,400.0,572.0,0.0,0.6,272.0,488.0,5360.0,2020,72.0,1200.0,2057.0,1290.0,32.0,2.32
Jamnagar,Bhadthar,7.61,880.0,220.0,48.0,0.0,0.68,41.0,268.0,589.6,2020,15.0,290.0,113.0,68.0,48.0,1.45
Jamnagar,Bhatia,7.62,2550.0,281.0,309.0,0.0,2.2,71.0,342.0,1708.5,2020,14.0,640.0,468.0,278.0,140.0,28.17
Jamnagar,Bhogat1,7.34,2025.0,180.0,121.0,0.0,2.2,46.0,220.0,1356.75,2020,82.0,480.0,454.0,240.0,116.0,5.67
Jamnagar,Changa,7.13,1746.0,250.0,88.0,0.0,0.17,68.0,305.0,1169.82,2020,64.0,640.0,340.0,105.0,144.0,0.6
Jamnagar,Dhrol2,7.36,2110.0,400.0,86.0,0.0,0.32,83.0,488.0,1413.7,2020,63.0,530.0,369.0,242.0,76.0,1.56
Jamnagar,Drafa,7.56,1425.0,270.0,24.0,0.0,0.69,85.0,329.0,954.75,2020,87.0,550.0,248.0,75.0,80.0,0.37
Jamnagar,Dudhai2(Jam Dudhai),7.51,950.0,270.0,99.0,0.0,0.8,28.0,329.0,636.5,2020,3.0,225.0,71.0,113.0,44.0,1.44
Jamnagar,Dwarka,7.36,2533.0,360.0,78.0,0.0,0.48,111.0,439.0,1697.11,2020,24.0,655.0,574.0,264.0,80.0,29.52
Jamnagar,Gordhanpur,7.49,1950.0,170.0,20.0,0.0,0.36,56.0,207.0,1306.5,2020,4.0,500.0,560.0,220.0,108.0,2.66
Jamnagar,Falla,7.75,1325.0,270.0,66.0,0.0,1.7,56.0,329.0,887.75,2020,2.0,280.0,227.0,175.0,20.0,0.13
Jamnagar,Humbusar),7.87,1892.0,410.0,8.0,0.0,0.87,5.0,500.0,1267.64,2020,2.0,120.0,369.0,360.0,40.0,30.98
Jamnagar,Hanzarapur),7.07,530.0,110.0,53.0,0.0,0.37,22.0,134.0,355.1,2020,1.0,210.0,67.0,18.0,48.0,8.5
Jamnagar,Haripur2,7.22,1120.0,250.0,13.0,0.0,0.53,36.0,305.0,750.4,2020,10.0,380.0,206.0,83.0,92.0,0.37
Jamnagar,Hadiyana,7.51,818.0,160.0,167.0,0.0,0.45,56.0,195.0,548.06,2020,5.0,320.0,50.0,40.0,36.0,2.39
Jamnagar,Jambuda,7.11,2565.0,190.0,48.0,0.0,0.29,128.0,232.0,1718.55,2020,56.0,945.0,702.0,151.0,168.0,5.25
Jamnagar,Jamnagar2,7.36,940.0,290.0,48.0,0.0,0.43,36.0,354.0,629.8,2020,3.0,260.0,92.0,96.0,44.0,0.65
Jamnagar,Juvanpur,7.23,1555.0,290.0,81.0,0.0,0.36,88.0,354.0,1041.85,2020,58.0,510.0,248.0,125.0,60.0,1.97
Jamnagar,Khajuda,6.98,4630.0,250.0,157.0,0.0,0.21,165.0,305.0,3102.1,2020,57.0,1680.0,1312.0,290.0,400.0,3.19
Jamnagar,Kalawad,7.13,625.0,150.0,47.0,0.0,0.4,26.0,183.0,418.75,2020,4.0,205.0,78.0,48.0,40.0,2.91
Jamnagar,Kalyanpur,7.54,1880.0,310.0,89.0,0.0,3.3,73.0,378.0,1259.6,2020,65.0,430.0,340.0,235.0,52.0,1.44
Jamnagar,Kalyanpur2,7.4,1491.0,200.0,68.0,0.0,0.3,107.0,244.0,998.97,2020,83.0,550.0,291.0,89.0,44.0,0.75
Jamnagar,Kesia,7.43,5555.0,176.0,175.0,0.0,0.2,304.0,214.0,3721.85,2020,28.0,1400.0,1702.0,650.0,60.0,0.87
Jamnagar,Khirsara,7.32,1250.0,140.0,60.0,0.0,0.4,9.0,171.0,837.5,2020,46.0,225.0,269.0,183.0,76.0,0.42
Jamnagar,Kuvadia,7.29,700.0,230.0,28.0,0.0,0.49,22.0,281.0,469.0,2020,33.0,245.0,43.0,47.0,62.0,0.12
Jamnagar,Lalpur1,7.52,1170.0,180.0,64.0,0.0,0.38,27.0,220.0,783.9,2020,35.0,300.0,220.0,128.0,76.0,1.56
Jamnagar,Lambha 1,7.32,1850.0,130.0,130.0,0.0,0.44,51.0,159.0,1239.5,2020,1.0,380.0,468.0,251.0,68.0,3.2
Jamnagar,Mewasha,7.09,788.0,100.0,18.0,0.0,0.39,27.0,122.0,527.96,2020,3.0,200.0,191.0,88.0,36.0,2.49
Jamnagar,Modpar,7.22,925.0,200.0,38.0,0.0,0.88,19.0,244.0,619.75,2020,33.0,230.0,142.0,105.0,60.0,3.02
Jamnagar,Mojap,7.12,6211.0,500.0,312.0,0.0,0.86,195.0,610.0,4161.37,2020,252.0,1660.0,1482.0,660.0,344.0,9.71
Jamnagar,Mota Kalawad,7.48,3010.0,250.0,102.0,0.0,0.23,113.0,305.0,2016.7,2020,74.0,1300.0,780.0,90.0,334.0,1.21
Jamnagar,Motagop,7.23,1055.0,281.0,55.0,0.0,0.28,61.0,342.0,706.85,2020,67.0,425.0,99.0,46.0,70.0,0.12
Jamnagar,Moti Khavdi,7.09,1920.0,410.0,160.0,0.0,0.24,126.0,500.0,1286.4,2020,65.0,630.0,234.0,152.0,44.0,0.27
Jamnagar,Moti Matli,7.53,1830.0,240.0,93.0,0.0,0.56,24.0,293.0,1226.1,2020,83.0,220.0,362.0,321.0,48.0,0.64
Jamnagar,Nikava,7.41,1160.0,250.0,59.0,0.0,0.38,56.0,305.0,777.2,2020,100.0,410.0,135.0,78.0,72.0,0.17
Jamnagar,Pindara1,7.47,1020.0,170.0,93.0,0.0,0.9,32.0,207.0,683.4,2020,2.0,280.0,170.0,101.0,60.0,6.75
Jamnagar,Raval,7.53,3644.0,350.0,113.0,0.0,0.18,231.0,427.0,2441.48,2020,44.0,1300.0,922.0,232.0,140.0,0.85
Jamnagar,Salaya,7.56,1050.0,250.0,55.0,0.0,0.39,27.0,305.0,703.5,2020,61.0,310.0,124.0,93.0,80.0,11.75
Jamnagar,Samrasar1,7.43,1995.0,450.0,107.0,0.0,4.6,63.0,549.0,1336.65,2020,27.0,450.0,291.0,231.0,76.0,33.34
Jamnagar,Seth Vadala,7.23,1555.0,340.0,91.0,0.0,0.32,46.0,415.0,1041.85,2020,112.0,500.0,177.0,127.0,124.0,0.31
Jamnagar,Sumana,7.69,1300.0,255.0,79.0,0.0,0.84,54.0,311.0,871.0,2020,68.0,390.0,184.0,117.0,68.0,0.64
Jamnagar,Toda,7.56,750.0,210.0,50.0,0.0,0.63,22.0,256.0,502.5,2020,24.0,220.0,67.0,73.0,52.0,2.32
Jamnagar,Vad Panchasara,7.28,1957.0,210.0,113.0,0.0,0.36,41.0,256.0,1311.19,2020,175.0,580.0,355.0,177.0,164.0,0.23
Jamnagar,Vadtara,7.39,1250.0,210.0,61.0,0.0,0.35,24.0,256.0,837.5,2020,50.0,350.0,220.0,123.0,100.0,2.82
Jamnagar,Vamansa,7.55,2905.0,405.0,164.0,0.0,2.9,63.0,494.0,1946.35,2020,16.0,410.0,610.0,471.0,60.0,4.81
Jamnagar,Varwada or Varvala,6.98,3950.0,450.0,323.0,0.0,0.49,219.0,549.0,2646.5,2020,48.0,1650.0,805.0,131.0,300.0,15.5
Jamnagar,Vijarkhi,7.46,912.0,250.0,36.0,0.0,0.68,19.0,305.0,611.04,2020,7.0,280.0,113.0,82.0,80.0,0.47
Jamnagar,Vinjhalpur,7.49,1070.0,290.0,50.0,0.0,0.45,32.0,354.0,716.9,2020,36.0,370.0,113.0,73.0,96.0,1.03
Junagadh,Anandpur,8.62,1920.0,130.0,65.0,0.0,0.57,105.0,159.0,1286.4,2020,64.0,680.0,504.0,125.0,100.0,1.41
Junagadh,Arena,6.94,5558.0,500.0,210.0,0.0,0.11,175.0,610.0,3723.86,2020,60.0,900.0,1425.0,830.0,72.0,39.13
Junagadh,Bamanwara,7.44,340.0,80.0,18.0,0.0,0.19,17.0,98.0,227.8,2020,5.0,130.0,46.0,17.0,24.0,1.43
Junagadh,Bantva,8.04,1200.0,390.0,40.0,0.0,3.0,15.0,476.0,804.0,2020,12.0,110.0,113.0,226.0,20.0,0.29
Junagadh,Bhat_Simroli,7.23,1820.0,395.0,68.0,0.0,0.55,44.0,482.0,1219.4,2020,11.0,460.0,312.0,205.0,112.0,6.71
Junagadh,Bilkha,7.45,1560.0,255.0,110.0,0.0,0.47,27.0,311.0,1045.2,2020,79.0,310.0,234.0,195.0,80.0,6.24
Junagadh,Budhecha,6.97,2200.0,350.0,108.0,0.0,0.6,95.0,427.0,1474.0,2020,54.0,640.0,418.0,210.0,100.0,1.14
Junagadh,Chokhli,7.14,1685.0,410.0,84.0,0.0,0.48,83.0,500.0,1128.95,2020,163.0,550.0,149.0,137.0,84.0,0.27
Junagadh,Chorwad,7.04,4890.0,576.0,92.0,0.0,0.13,224.0,702.0,3276.3,2020,77.0,1470.0,1206.0,443.0,220.0,1.69
Junagadh,Galodar,7.77,780.0,190.0,50.0,0.0,0.29,46.0,232.0,522.6,2020,6.0,300.0,99.0,40.0,44.0,1.4
Junagadh,Goraj1,7.83,1150.0,300.0,49.0,0.0,1.5,56.0,366.0,770.5,2020,57.0,370.0,121.0,90.0,56.0,1.69
Junagadh,Junagadh1,6.98,1207.0,270.0,60.0,0.0,0.28,34.0,329.0,808.69,2020,48.0,265.0,156.0,149.0,50.0,1.98
Junagadh,Juthal,7.48,820.0,170.0,44.0,0.0,0.37,36.0,207.0,549.4,2020,5.0,300.0,135.0,48.0,60.0,1.6
Junagadh,Kalej,7.5,2150.0,331.0,169.0,0.0,1.51,22.0,403.0,1440.5,2020,30.0,290.0,383.0,356.0,80.0,2.46
Junagadh,Kanedipur,7.13,880.0,310.0,29.0,0.0,0.38,7.0,378.0,589.6,2020,8.0,290.0,64.0,66.0,104.0,0.24
Junagadh,Kanek,6.66,6701.0,500.0,255.0,0.0,0.15,56.0,610.0,4489.67,2020,23.0,1950.0,1830.0,625.0,688.0,22.29
Junagadh,Kewarda,7.52,1060.0,281.0,45.0,0.0,0.33,63.0,342.0,710.2,2020,41.0,430.0,128.0,44.0,68.0,1.76
Junagadh,Khambalia1,7.61,4830.0,600.0,50.0,0.0,0.18,105.0,732.0,3236.1,2020,20.0,1035.0,1241.0,635.0,242.0,10.16
Junagadh,Khokharda,7.74,3525.0,400.0,250.0,0.0,0.37,73.0,488.0,2361.75,2020,145.0,750.0,702.0,465.0,180.0,1.01
Junagadh,Khorada1,7.74,7880.0,200.0,216.0,0.0,0.22,109.0,244.0,5279.6,2020,14.0,2150.0,2482.0,815.0,680.0,0.39
Junagadh,Khorasa_ Ahir,7.51,1215.0,140.0,72.0,0.0,0.49,17.0,171.0,814.05,2020,77.0,380.0,234.0,105.0,124.0,0.37
Junagadh,Kukaswada,7.66,723.0,105.0,78.0,0.0,0.58,5.0,128.0,484.41,2020,40.0,220.0,106.0,65.0,80.0,1.32
Junagadh,Lohej,7.24,1256.0,220.0,45.0,0.0,0.36,12.0,268.0,841.52,2020,73.0,410.0,213.0,88.0,144.0,20.19
Junagadh,Maktupur1,7.11,3505.0,450.0,115.0,0.0,0.28,90.0,549.0,2348.35,2020,155.0,820.0,745.0,248.0,180.0,300.0
Junagadh,Mangrol,7.51,2575.0,300.0,98.0,0.0,0.27,56.0,366.0,1725.25,2020,44.0,530.0,596.0,325.0,120.0,36.57
Junagadh,Manketara,7.43,1922.0,190.0,45.0,0.0,0.5,117.0,232.0,1287.74,2020,64.0,780.0,479.0,81.0,120.0,5.67
Junagadh,Mendarda1,7.44,2750.0,290.0,62.0,0.0,0.44,168.0,354.0,1842.5,2020,134.0,830.0,645.0,248.0,56.0,0.83
Junagadh,Patla,7.56,660.0,185.0,31.0,0.0,0.41,5.0,226.0,442.2,2020,12.0,260.0,71.0,31.0,96.0,0.29
Junagadh,Saradiya,7.76,2120.0,500.0,163.0,0.0,0.33,75.0,610.0,1420.4,2020,54.0,630.0,241.0,196.0,128.0,0.48
Junagadh,Sepa,7.21,1065.0,270.0,49.0,0.0,0.47,13.0,329.0,713.55,2020,65.0,210.0,113.0,146.0,62.0,0.77
Junagadh,Seriakhan,7.24,1250.0,250.0,67.0,0.0,0.5,44.0,305.0,837.5,2020,64.0,430.0,177.0,82.0,100.0,14.48
Junagadh,Shardagram,7.36,9450.0,250.0,204.0,0.0,0.21,474.0,305.0,6331.5,2020,21.0,2650.0,3021.0,975.0,280.0,8.95
Junagadh,Sil,7.59,700.0,190.0,29.0,0.0,0.22,15.0,232.0,469.0,2020,22.0,270.0,78.0,36.0,84.0,1.08
Junagadh,Sil_ Bandar,7.61,13506.0,650.0,213.0,0.0,0.19,314.0,793.0,9049.02,2020,5.0,1850.0,4106.0,2192.0,224.0,70.34
Junagadh,Vadal,7.76,1540.0,260.0,76.0,0.0,0.32,95.0,317.0,1031.8,2020,75.0,540.0,262.0,96.0,60.0,1.94
Junagadh,Vanthali II,7.78,2000.0,541.0,75.0,0.0,0.63,90.0,659.0,1340.0,2020,40.0,470.0,245.0,242.0,40.0,0.46
Junagadh,Jetalvad,8.15,769.0,150.0,53.0,0.0,0.1,58.0,183.0,515.0,2020,76.0,310.0,99.0,51.0,28.0,0.39
Junagadh,Mandawad,8.22,760.0,180.0,44.0,0.0,0.17,49.0,220.0,509.0,2020,3.1,290.0,135.0,57.0,36.0,1.9
Junagadh,Prempara,8.2,952.0,170.0,98.0,0.0,0.28,56.0,207.0,638.0,2020,92.0,380.0,121.0,55.0,60.0,0.54
Junagadh,KasiaNaka Checkpost,7.9,696.0,280.0,33.0,0.0,0.19,39.0,342.0,466.0,2020,2.2,290.0,50.0,44.0,52.0,0.16
Junagadh,Ajotha,7.72,1563.0,180.0,80.0,0.0,0.39,61.0,220.0,1047.0,2020,41.0,500.0,376.0,138.0,100.0,1.6
Junagadh,Govindpura2,7.37,667.0,230.0,19.0,0.0,0.53,22.0,281.0,447.0,2020,20.0,280.0,71.0,38.0,76.0,1.5
Junagadh,Moraj,7.76,1068.0,130.0,37.0,0.0,0.93,15.0,159.0,716.0,2020,15.0,250.0,262.0,130.0,76.0,0.32
Junagadh,Talala1,7.68,758.0,270.0,26.0,0.0,0.26,32.0,329.0,508.0,2020,14.0,270.0,78.0,67.0,56.0,1.0
Junagadh,Jambur(madhapar),7.74,748.0,270.0,24.0,0.0,0.23,36.0,329.0,501.0,2020,6.7,300.0,78.0,50.0,60.0,0.88
Junagadh,AmverVelnes,7.99,615.0,230.0,41.0,0.0,0.28,22.0,281.0,412.0,2020,7.5,260.0,43.0,35.0,68.0,1.1
Junagadh,Jamvala1,7.83,478.0,180.0,17.0,0.0,0.34,19.0,220.0,320.0,2020,5.9,190.0,43.0,34.0,44.0,0.35
Junagadh,Bhimdeval,7.72,1030.0,270.0,60.0,0.0,0.59,34.0,329.0,690.0,2020,44.0,340.0,135.0,90.0,80.0,2.6
Junagadh,Prasli,7.75,979.0,210.0,51.0,0.0,1.2,19.0,256.0,656.0,2020,42.0,250.0,142.0,91.0,68.0,35.0
Junagadh,Kodinar1,7.82,2188.0,250.0,87.0,0.0,0.8,100.0,305.0,1466.0,2020,44.0,671.0,581.0,230.0,104.0,0.93
Junagadh,Kesariyaji,7.84,1083.0,210.0,52.0,0.0,0.77,24.0,256.0,726.0,2020,50.0,310.0,177.0,108.0,84.0,3.8
Junagadh,Una2,8.13,2965.0,580.0,195.0,0.0,2.2,97.0,708.0,1987.0,2020,41.0,580.0,525.0,469.0,72.0,2.8
Junagadh,Kansari,7.67,1468.0,340.0,71.0,0.0,0.77,44.0,415.0,984.0,2020,132.0,440.0,199.0,152.0,104.0,1.9
Junagadh,Jargla Jargli,8.07,570.0,220.0,21.0,0.0,0.34,12.0,268.0,382.0,2020,2.5,240.0,50.0,32.0,76.0,0.42
Junagadh,Girgadhada,7.84,832.0,280.0,33.0,0.0,0.28,41.0,342.0,557.0,2020,47.0,350.0,71.0,51.0,72.0,0.66
Junagadh,Dhokadva,8.21,721.0,290.0,23.0,0.0,0.22,49.0,354.0,483.0,2020,3.5,310.0,50.0,40.0,44.0,2.0
Junagadh,Sametar,8.18,396.0,160.0,15.0,0.0,0.26,19.0,195.0,265.0,2020,1.6,170.0,28.0,22.0,36.0,1.6
Kachchh,Rapar,7.9,3832.0,250.0,731.0,0.0,1.07,114.0,305.0,2567.44,2020,44.0,1080.0,710.0,363.0,244.0,46.0
Kachchh,Lilpar,7.75,8480.0,281.0,1635.0,0.0,1.68,292.0,342.0,5681.6,2020,60.0,2400.0,1882.0,1000.0,480.0,50.0
Kachchh,Desalpar,7.15,3560.0,220.0,359.0,0.0,0.84,102.0,268.0,2385.2,2020,43.0,800.0,767.0,368.0,152.0,42.0
Kachchh,Ratanpur (Khadir),7.7,4410.0,331.0,228.0,0.0,1.01,109.0,403.0,2954.7,2020,1.0,740.0,1172.0,608.0,116.0,18.0
Kachchh,Kuda,7.38,1626.0,550.0,40.0,0.0,2.33,39.0,671.0,1089.42,2020,18.0,480.0,178.0,140.0,128.0,32.0
Kachchh,Kharoi,7.45,2300.0,250.0,166.0,0.0,0.35,109.0,305.0,1541.0,2020,1.0,870.0,497.0,152.0,168.0,6.9
Kachchh,Sedat,7.92,782.0,220.0,42.0,0.0,0.19,44.0,268.0,523.94,2020,0.0,330.0,107.0,48.0,60.0,3.6
Kachchh,Sukhpar,7.58,10550.0,230.0,2400.0,0.0,1.63,304.0,281.0,7068.5,2020,175.0,2700.0,2982.0,1778.0,580.0,9.0
Kachchh,Bhuj,7.46,1302.0,230.0,171.0,0.0,0.68,34.0,281.0,872.34,2020,22.0,470.0,234.0,125.0,132.0,14.0
Kachchh,Haboi,7.5,1641.0,260.0,210.0,0.0,1.46,75.0,317.0,1099.47,2020,15.0,550.0,256.0,150.0,96.0,16.0
Kachchh,Lodai,7.45,4680.0,320.0,867.0,0.0,0.92,146.0,390.0,3135.6,2020,4.0,1100.0,873.0,541.0,200.0,33.0
Kachchh,Khavda,7.87,2632.0,270.0,235.0,0.0,0.55,71.0,329.0,1763.44,2020,2.0,580.0,511.0,318.0,116.0,21.0
Kachchh,Devisar,7.62,5480.0,230.0,351.0,0.0,2.85,156.0,281.0,3671.6,2020,16.0,1500.0,1456.0,447.0,344.0,88.0
Kachchh,Ugardi,7.87,7730.0,320.0,846.0,0.0,0.65,195.0,390.0,5179.1,2020,42.0,1370.0,2095.0,1184.0,228.0,7.4
Kachchh,Kharai,7.95,2420.0,230.0,247.0,0.0,0.34,24.0,281.0,1621.4,2020,4.0,400.0,497.0,327.0,120.0,23.0
Kachchh,Naliya,8.68,1271.0,481.0,55.0,60.0,1.09,10.0,464.0,851.57,2020,12.0,80.0,142.0,300.0,16.0,2.8
Kachchh,Tera,8.38,2748.0,570.0,255.0,120.0,6.7,36.0,451.0,1841.16,2020,49.0,260.0,469.0,586.0,44.0,6.2
Kachchh,Mothara,8.2,1925.0,260.0,187.0,0.0,0.8,41.0,317.0,1289.75,2020,1.0,290.0,447.0,396.0,48.0,2.0
Kachchh,Vinjan,7.83,727.0,310.0,57.0,0.0,0.71,51.0,378.0,487.09,2020,1.0,340.0,57.0,51.0,52.0,5.9
Kachchh,Kotaya,8.25,1593.0,381.0,107.0,0.0,4.05,36.0,464.0,1067.31,2020,20.0,250.0,277.0,325.0,40.0,1.3
Kachchh,Bhabhdai,7.89,6625.0,360.0,500.0,0.0,0.99,141.0,439.0,4438.75,2020,5.0,1120.0,1803.0,1130.0,216.0,9.4
Kachchh,Ratanpur (maum),8.08,1518.0,350.0,143.0,0.0,1.18,58.0,427.0,1017.06,2020,55.0,390.0,213.0,225.0,60.0,3.4
Kachchh,Dunai,7.96,1297.0,400.0,83.0,0.0,0.96,51.0,488.0,868.99,2020,11.0,460.0,149.0,119.0,100.0,2.1
Kachchh,Kharoghoyha,8.66,3075.0,331.0,380.0,60.0,5.45,24.0,281.0,2060.25,2020,11.0,160.0,540.0,659.0,24.0,1.3
Kachchh,Luni,7.98,2700.0,481.0,86.0,0.0,0.89,54.0,586.0,1809.0,2020,18.0,430.0,547.0,422.0,84.0,13.0
Kachchh,Bhadreshwar,8.08,2345.0,250.0,111.0,0.0,0.35,83.0,305.0,1571.15,2020,15.0,710.0,525.0,206.0,148.0,9.3
Kachchh,Shinaya,7.96,7375.0,381.0,508.0,0.0,1.16,109.0,464.0,4941.25,2020,2.0,1030.0,2016.0,1380.0,232.0,7.0
Kachchh,Samkhiali,7.8,5550.0,400.0,250.0,0.0,3.8,195.0,488.0,3718.5,2020,100.0,1200.0,1448.0,827.0,160.0,16.0
Kheda,Kapadvanj,7.18,1794.0,661.0,30.0,0.0,2.5,22.0,805.0,1202.0,2020,37.0,200.0,142.0,336.0,44.0,14.0
Kheda,Ladvel,7.45,1975.0,360.0,33.0,0.0,0.58,54.0,439.0,1323.0,2020,2.0,460.0,411.0,215.0,96.0,13.0
Kheda,Balasinor 1,7.12,953.0,280.0,34.0,0.0,0.52,24.0,342.0,639.0,2020,14.0,360.0,113.0,55.0,104.0,0.6
Kheda,Bar,7.38,677.0,250.0,21.0,0.0,0.73,29.0,305.0,454.0,2020,2.4,200.0,50.0,55.0,32.0,23.0
Kheda,Mahudha,7.73,2580.0,560.0,123.0,0.0,0.75,90.0,683.0,1729.0,2020,18.0,520.0,411.0,341.0,60.0,34.0
Kheda,Alina,7.48,3129.0,430.0,225.0,0.0,0.9,114.0,525.0,2096.0,2020,141.0,751.0,510.0,359.0,112.0,7.0
Kheda,Muliyad,7.32,6780.0,250.0,440.0,0.0,0.56,119.0,305.0,4543.0,2020,24.0,1231.0,1773.0,855.0,297.0,7.6
Kheda,Dakor,7.54,1505.0,460.0,36.0,0.0,1.2,54.0,561.0,1008.0,2020,5.1,330.0,177.0,182.0,44.0,8.3
Kheda,Kalesar,7.83,1198.0,530.0,41.0,0.0,1.5,54.0,647.0,803.0,2020,9.3,290.0,64.0,178.0,28.0,0.68
Kheda,Kheda,7.31,7648.0,320.0,639.0,0.0,0.58,187.0,390.0,5124.0,2020,1.9,1811.0,2070.28,911.0,417.0,5.0
Kheda,Shekhupura,8.98,3728.0,901.0,258.0,36.0,0.4,56.0,1025.0,2498.0,2020,1.4,290.0,518.0,550.0,24.0,355.0
Kheda,Boriyavi,7.76,1132.0,430.0,24.0,0.0,0.58,41.0,525.0,758.0,2020,23.0,260.0,99.0,145.0,36.0,17.0
Kheda,Alindra,7.48,625.0,285.0,17.0,0.0,0.67,39.0,348.0,419.0,2020,1.4,240.0,28.0,45.0,32.0,3.0
Mahesana,Asjol,6.98,452.0,210.0,3.8,0.0,0.26,15.0,256.0,303.0,2020,4.9,200.0,21.0,16.0,56.0,7.1
Mahesana,Bhandupara,7.36,1588.0,410.0,126.0,0.0,0.59,51.0,500.0,1064.0,2020,8.4,340.0,233.97,227.0,52.0,12.0
Mahesana,Budasan,7.24,2398.0,370.0,144.0,0.0,0.24,83.0,451.0,1607.0,2020,7.9,651.0,503.0,232.0,124.0,17.0
Mahesana,Dharpura,7.58,3160.0,991.0,193.0,0.0,2.0,54.0,1208.0,2117.0,2020,1.1,350.0,326.0,610.0,52.0,41.0
