DISTRICT,LOCATION,PH,EC,ALK,SO4,CO3,F,MG,HCO3,TDS,YEAR,NO3,TH,CL,NA,CA,K
Sabarkantha,Seenawad,8.0,1379.0,220.0,55.0,0.0,0.77,48.0,268.0,924.0,2014,85.0,400.0,163.0,83.0,80.0,7.9
Sabarkantha,Harsol1,7.9,1486.0,520.0,69.0,0.0,2.3,53.0,634.0,996.0,2014,60.0,340.0,99.0,206.0,48.0,1.0
Sabarkantha,Choriwad,8.0,2174.0,200.0,125.0,0.0,0.9,48.0,244.0,1457.0,2014,200.0,830.0,348.0,74.0,252.0,2.5
Sabarkantha,Wadali,8.1,1893.0,210.0,130.0,0.0,1.22,41.0,256.0,1268.0,2014,180.0,540.0,256.0,147.0,148.0,6.3
Sabarkantha,Atarsumba,7.9,1081.0,190.0,48.0,0.0,0.3,22.0,232.0,724.0,2014,45.0,290.0,114.0,69.0,80.0,3.0
Sabarkantha,Alwakampa,7.9,1196.0,360.0,23.0,0.0,0.55,66.0,439.0,801.0,2014,46.0,330.0,170.0,154.0,24.0,0.2
Sabarkantha,Boriya,7.9,3413.0,170.0,161.0,0.0,0.5,73.0,207.0,2287.0,2014,150.0,800.0,888.0,427.0,200.0,1.0
Sabarkantha,Chandav,8.0,1298.0,270.0,82.0,0.0,1.3,32.0,329.0,870.0,2014,65.0,390.0,142.0,103.0,104.0,7.3
Sabarkantha,Gadada,7.78,1803.0,210.0,168.0,0.0,1.2,90.0,256.0,1208.0,2014,145.0,530.0,270.0,166.0,64.0,2.1
Sabarkantha,Kesharpur Idar,8.1,1684.0,170.0,72.0,0.0,0.7,24.0,207.0,1128.0,2014,140.0,530.0,249.0,85.0,172.0,2.4
Sabarkantha,Kesharpur Talod,7.8,1440.0,400.0,24.0,0.0,2.8,34.0,488.0,965.0,2014,80.0,210.0,128.0,216.0,28.0,1.2
Sabarkantha,Kherwada,7.7,867.0,210.0,28.0,0.0,0.25,29.0,256.0,581.0,2014,0.0,260.0,121.0,70.0,56.0,1.5
Sabarkantha,Malpur,8.0,702.0,220.0,23.0,0.0,1.0,29.0,268.0,470.0,2014,70.0,230.0,57.0,71.0,44.0,0.0
Sabarkantha,Medasana,8.1,1233.0,220.0,96.0,0.0,0.85,39.0,268.0,826.0,2014,55.0,310.0,163.0,133.0,60.0,1.2
Sabarkantha,Sabalwad,8.1,1081.0,280.0,69.0,0.0,3.5,24.0,342.0,724.0,2014,60.0,350.0,92.0,88.0,100.0,2.0
Sabarkantha,Umedpur,7.8,1869.0,430.0,32.0,0.0,1.37,73.0,525.0,1252.0,2014,100.0,390.0,227.0,222.0,36.0,0.6
Surat,Allu,7.91,680.0,250.0,137.0,0.0,1.17,46.0,305.0,456.0,2014,9.0,310.0,28.0,61.0,48.0,0.2
Surat,Sarbhon,7.65,1210.0,260.0,145.0,0.0,0.94,50.0,317.0,811.0,2014,9.0,290.0,170.0,172.0,32.0,3.0
Surat,Ten-bardoli,7.7,870.0,300.0,67.0,0.0,0.43,43.0,366.0,583.0,2014,3.0,280.0,50.0,76.0,40.0,2.1
Surat,Sachin town,7.61,1847.0,260.0,84.0,0.0,0.36,91.0,317.0,1237.0,2014,4.0,600.0,454.0,184.0,88.0,3.2
Surat,Sultanabad,7.68,1074.0,370.0,37.0,0.0,0.2,60.0,451.0,720.0,2014,28.0,360.0,128.0,117.0,44.0,24.0
Surat,Kathor,7.56,1440.0,430.0,87.0,0.0,0.45,82.0,525.0,965.0,2014,22.0,450.0,156.0,144.0,44.0,1.3
Surat,Kasal,8.0,792.0,220.0,60.0,0.0,0.2,38.0,268.0,531.0,2014,23.0,360.0,85.0,29.0,80.0,0.3
Surat,Malda,7.61,774.0,320.0,49.0,0.0,0.42,26.0,390.0,519.0,2014,12.0,360.0,43.0,38.0,100.0,3.0
Surat,Mandvi2,7.7,1184.0,230.0,81.0,0.0,0.4,55.0,281.0,793.0,2014,125.0,450.0,156.0,87.0,88.0,0.3
Surat,Ushker,7.89,890.0,270.0,56.0,0.0,0.33,34.0,329.0,596.0,2014,25.0,300.0,71.0,69.0,64.0,1.9
Surat,Dungri,7.81,1600.0,550.0,35.0,0.0,0.88,34.0,671.0,1072.0,2014,25.0,460.0,142.0,162.0,128.0,4.7
Surat,Gangtha,7.85,1200.0,420.0,87.0,0.0,0.4,65.0,512.0,804.0,2014,33.0,470.0,71.0,78.0,80.0,7.3
Surat,Pankheda,7.78,680.0,250.0,22.0,0.0,0.5,36.0,305.0,456.0,2014,34.0,320.0,57.0,29.0,68.0,0.3
Surat,Olpad2,7.5,1770.0,540.0,20.0,0.0,1.17,46.0,659.0,1186.0,2014,40.0,270.0,206.0,252.0,32.0,66.3
Surat,Wadoli,7.81,2650.0,110.0,191.0,0.0,0.8,144.0,134.0,1776.0,2014,4.0,900.0,745.0,220.0,120.0,2.7
Surat,Kadodra,7.91,846.0,280.0,97.0,0.0,0.18,31.0,342.0,567.0,2014,6.0,290.0,71.0,91.0,64.0,1.0
Surat,Palsana,7.9,975.0,280.0,84.0,0.0,0.1,36.0,342.0,653.0,2014,3.0,280.0,121.0,121.0,52.0,8.6
Surat,Bhurvel (ukai),7.9,2316.0,330.0,5.0,0.0,0.3,46.0,403.0,1552.0,2014,8.0,500.0,567.0,297.0,124.0,11.0
Surat,Jesingpura[sg],7.5,744.0,370.0,6.0,0.0,0.13,41.0,451.0,498.0,2014,3.0,370.0,21.0,18.0,80.0,0.8
Surat,Surat1,7.62,680.0,260.0,37.0,0.0,0.22,29.0,317.0,456.0,2014,5.0,270.0,64.0,57.0,60.0,4.3
Surat,Tawali,7.7,700.0,230.0,73.0,0.0,0.15,41.0,281.0,469.0,2014,28.0,350.0,57.0,28.0,72.0,1.2
Surat,Uchchhal1,7.61,790.0,250.0,60.0,0.0,0.2,48.0,305.0,529.0,2014,50.0,380.0,64.0,30.0,72.0,0.5
Surat,Chavada,7.9,430.0,150.0,11.0,0.0,0.2,24.0,183.0,288.0,2014,19.0,200.0,43.0,18.0,40.0,0.3
Surat,Bedchit,7.62,1384.0,320.0,108.0,0.0,0.78,91.0,390.0,927.0,2014,23.0,530.0,206.0,100.0,60.0,0.3
Surat,Karanjvel,7.82,400.0,190.0,42.0,0.0,0.34,22.0,232.0,268.0,2014,26.0,240.0,21.0,21.0,60.0,2.0
Surat,Vyara1,7.5,390.0,150.0,16.0,0.0,0.2,17.0,183.0,261.0,2014,3.0,170.0,28.0,18.0,40.0,2.3
Surat,Bhatkol,7.6,898.0,290.0,55.0,0.0,1.05,14.0,354.0,602.0,2014,5.0,260.0,85.0,99.0,80.0,1.2
Surat,Chapawadi,7.82,490.0,180.0,54.0,0.0,0.22,24.0,220.0,328.0,2014,4.0,250.0,28.0,14.0,60.0,0.4
Surat,Digas,7.62,1200.0,490.0,35.0,0.0,0.92,53.0,598.0,804.0,2014,36.0,300.0,43.0,147.0,32.0,0.5
Surat,Gangadhara,7.98,2973.0,700.0,31.0,0.0,0.75,108.0,854.0,1992.0,2014,55.0,550.0,525.0,450.0,40.0,0.5
Surat,Kalkui,7.5,400.0,190.0,75.0,0.0,0.38,26.0,232.0,268.0,2014,3.0,230.0,7.0,24.0,48.0,0.4
Surat,Kherwara,7.98,684.0,210.0,43.0,0.0,0.45,31.0,256.0,458.0,2014,18.0,300.0,71.0,33.0,68.0,0.6
Surat,Madvi,7.91,1090.0,400.0,56.0,0.0,0.77,67.0,488.0,730.0,2014,15.0,400.0,85.0,89.0,48.0,1.3
Surat,Mota,7.42,2447.0,400.0,27.0,0.0,0.95,72.0,488.0,1639.0,2014,27.0,450.0,546.0,360.0,60.0,1.8
Surat,Moti Sarkui,7.68,560.0,200.0,44.0,0.0,0.48,29.0,244.0,375.0,2014,24.0,250.0,43.0,36.0,52.0,0.4
Surat,Moticher,7.9,480.0,160.0,54.0,0.0,0.22,19.0,195.0,322.0,2014,38.0,240.0,28.0,22.0,64.0,1.0
Surat,Nana Palvi,7.4,2250.0,450.0,23.0,0.0,0.75,70.0,549.0,1508.0,2014,10.0,490.0,468.0,305.0,80.0,12.0
Surat,Paneshwar,7.68,1536.0,140.0,111.0,0.0,0.2,65.0,171.0,1029.0,2014,38.0,640.0,354.0,70.0,148.0,0.4
Surat,Sayon,7.55,1690.0,330.0,89.0,0.0,0.5,84.0,403.0,1132.0,2014,21.0,560.0,333.0,164.0,84.0,1.5
Surat,Vadoli,7.92,1000.0,370.0,120.0,0.0,1.4,62.0,451.0,670.0,2014,2.0,370.0,64.0,102.0,44.0,0.2
Surat,Vaheval,7.92,630.0,200.0,101.0,0.0,0.3,36.0,244.0,422.0,2014,20.0,340.0,64.0,34.0,76.0,1.4
Surendranagar,Bamanbor,8.0,1028.0,210.0,63.0,0.0,0.55,24.0,256.0,689.0,2014,72.0,350.0,114.0,68.0,100.0,1.4
Surendranagar,Vanala,8.0,1310.0,240.0,187.0,0.0,0.6,27.0,293.0,878.0,2014,3.0,230.0,135.0,185.0,48.0,4.2
Surendranagar,Bajana,7.9,553.0,190.0,17.0,0.0,0.5,20.0,232.0,371.0,2014,7.0,150.0,64.0,72.0,28.0,7.0
Surendranagar,Jhinjhuwada,8.0,549.0,170.0,10.0,0.0,0.8,17.0,207.0,368.0,2014,9.0,150.0,85.0,74.0,32.0,6.2
Surendranagar,Dhrangadhra2,8.2,3684.0,170.0,12.0,0.0,1.5,85.0,207.0,2468.0,2014,20.0,800.0,1172.0,495.0,180.0,2.9
Surendranagar,Rajsitapur,8.2,552.0,221.0,14.0,0.0,1.25,12.0,270.0,370.0,2014,11.0,120.0,85.0,115.0,28.0,5.1
Surendranagar,Ratanpur1,8.2,2624.0,260.0,157.0,0.0,3.6,75.0,317.0,1758.0,2014,35.0,510.0,611.0,379.0,80.0,2.3
Surendranagar,Halvad2,8.2,2874.0,310.0,35.0,0.0,1.6,54.0,378.0,1926.0,2014,13.0,550.0,653.0,342.0,128.0,18.0
Surendranagar,Miani,8.0,2848.0,300.0,42.0,0.0,1.5,54.0,366.0,1908.0,2014,17.0,570.0,717.0,375.0,140.0,15.0
Surendranagar,Sukhpar1,8.1,3424.0,310.0,230.0,0.0,1.8,97.0,378.0,2294.0,2014,250.0,600.0,710.0,538.0,80.0,1.9
Surendranagar,Limbdi1,7.9,602.0,130.0,26.0,0.0,0.4,27.0,159.0,403.0,2014,5.0,210.0,149.0,76.0,40.0,3.0
Surendranagar,Shiyani,8.2,566.0,190.0,9.0,0.0,1.0,17.0,232.0,379.0,2014,16.0,150.0,114.0,105.0,32.0,5.2
Surendranagar,Muli,7.9,2768.0,530.0,36.0,0.0,4.4,24.0,647.0,1855.0,2014,65.0,200.0,504.0,530.0,40.0,2.1
Surendranagar,Sara,8.0,12576.0,190.0,1165.0,0.0,0.55,863.0,232.0,8426.0,2014,8.0,4100.0,3621.0,1143.0,220.0,70.6
Surendranagar,Dheduki,8.1,678.0,270.0,6.0,0.0,0.4,14.0,329.0,454.0,2014,7.0,270.0,78.0,57.0,84.0,18.0
Surendranagar,Surendranagar2,7.9,2937.0,540.0,19.0,0.0,5.0,29.0,659.0,1968.0,2014,70.0,220.0,483.0,506.0,40.0,2.0
Surendranagar,Warod,8.2,2257.0,490.0,100.0,0.0,1.0,78.0,598.0,1512.0,2014,26.0,600.0,348.0,237.0,112.0,24.8
Surendranagar,Dhandalpur,8.0,6062.0,270.0,166.0,0.0,1.05,340.0,329.0,4062.0,2014,900.0,1900.0,1207.0,458.0,200.0,74.7
Surendranagar,Juna Develiya,8.2,1645.0,280.0,136.0,0.0,0.9,61.0,342.0,1102.0,2014,30.0,400.0,249.0,186.0,60.0,8.5
Surendranagar,Latuda,8.2,1695.0,310.0,25.0,0.0,1.05,54.0,378.0,1136.0,2014,56.0,320.0,298.0,225.0,40.0,0.4
Surendranagar,Moti Moladi,8.2,3938.0,220.0,153.0,0.0,0.75,255.0,268.0,2638.0,2014,110.0,1700.0,1065.0,134.0,260.0,0.6
Surendranagar,Pipli,8.0,594.0,170.0,43.0,0.0,0.85,22.0,207.0,398.0,2014,10.0,170.0,71.0,72.0,32.0,5.8
Surendranagar,Sudamda,8.2,4570.0,210.0,310.0,0.0,0.6,231.0,256.0,3062.0,2014,400.0,1850.0,1065.0,243.0,360.0,2.3
The dangs,Aherdi,7.62,360.0,130.0,51.0,0.0,0.05,14.0,159.0,241.0,2014,2.0,210.0,28.0,7.0,60.0,0.3
The dangs,Ahwa1,7.71,820.0,180.0,20.0,0.0,0.08,26.0,220.0,549.0,2014,32.0,260.0,156.0,68.0,60.0,13.0
The dangs,Bari pada,7.78,410.0,180.0,8.0,0.0,0.3,17.0,220.0,275.0,2014,4.0,180.0,14.0,15.0,44.0,0.2
The dangs,Bori gaotha,8.01,442.0,180.0,10.0,0.0,0.34,24.0,220.0,296.0,2014,7.0,210.0,35.0,17.0,44.0,0.2
The dangs,Chikhli,7.81,402.0,200.0,11.0,0.0,0.1,24.0,244.0,269.0,2014,0.0,210.0,14.0,10.0,44.0,0.3
The dangs,Chinchnogaotha,7.91,620.0,170.0,83.0,0.0,0.15,36.0,207.0,415.0,2014,46.0,340.0,57.0,16.0,76.0,0.3
The dangs,Chinchpada,7.3,452.0,140.0,36.0,0.0,0.08,22.0,171.0,303.0,2014,40.0,230.0,35.0,14.0,56.0,0.2
The dangs,Dhumkal,7.51,430.0,170.0,32.0,0.0,0.2,19.0,207.0,288.0,2014,1.0,210.0,21.0,11.0,52.0,0.2
The dangs,Ghubita,7.62,450.0,190.0,18.0,0.0,0.1,22.0,232.0,302.0,2014,2.0,210.0,21.0,14.0,48.0,0.2
The dangs,Jakana,7.82,350.0,80.0,23.0,0.0,0.4,0.0,98.0,235.0,2014,40.0,140.0,35.0,22.0,56.0,5.6
The dangs,Malegaon,7.81,470.0,120.0,48.0,0.0,0.26,19.0,146.0,315.0,2014,5.0,220.0,50.0,12.0,56.0,0.3
The dangs,Nadak khadi,7.52,400.0,160.0,27.0,0.0,0.1,14.0,195.0,268.0,2014,5.0,160.0,28.0,33.0,40.0,0.2
The dangs,Nana pada,7.52,400.0,190.0,3.0,0.0,0.2,14.0,232.0,268.0,2014,1.0,180.0,14.0,16.0,48.0,0.1
The dangs,Sodmal,7.51,402.0,180.0,8.0,0.0,0.28,22.0,220.0,269.0,2014,4.0,200.0,28.0,15.0,44.0,0.4
The dangs,Subir,7.61,406.0,180.0,3.0,0.0,0.1,5.0,220.0,272.0,2014,3.0,160.0,35.0,35.0,56.0,0.7
The dangs,Umberpada,7.56,440.0,160.0,21.0,0.0,0.1,22.0,195.0,295.0,2014,12.0,210.0,28.0,10.0,48.0,0.3
The Dangs,Amba Pada,7.92,390.0,160.0,38.0,0.0,0.23,29.0,195.0,261.0,2014,2.0,210.0,21.0,10.0,36.0,0.2
The Dangs,Jamal Pada,7.55,700.0,260.0,11.0,0.0,0.08,36.0,317.0,469.0,2014,19.0,290.0,78.0,50.0,56.0,1.0
The Dangs,Sakar patar,7.5,395.0,160.0,44.0,0.0,0.2,26.0,195.0,265.0,2014,2.0,220.0,21.0,8.0,44.0,0.2
The Dangs,Vazat Amba,7.98,415.0,190.0,11.0,0.0,0.28,20.0,232.0,278.0,2014,5.0,190.0,28.0,26.0,44.0,1.5
The Dangs,Waghai,7.82,505.0,230.0,4.0,0.0,0.15,24.0,281.0,338.0,2014,1.0,200.0,21.0,30.0,40.0,0.4
Vadodara,Chhota udepur,8.0,1309.0,420.0,61.0,0.0,1.8,43.0,512.0,877.0,2014,5.0,380.0,142.0,145.0,80.0,5.9
Vadodara,Ferkuva,7.65,1227.0,350.0,51.0,0.0,0.27,36.0,427.0,822.0,2014,30.0,510.0,121.0,42.0,144.0,10.1
Vadodara,Ghamodi,7.9,585.0,210.0,31.0,0.0,0.97,19.0,256.0,392.0,2014,5.0,220.0,50.0,46.0,56.0,1.6
Vadodara,Kevadi,8.16,514.0,180.0,39.0,0.0,0.85,12.0,220.0,344.0,2014,3.0,200.0,43.0,40.0,60.0,0.0
Vadodara,Amreshwar,8.0,1214.0,380.0,16.0,0.0,0.5,26.0,464.0,813.0,2014,7.0,240.0,156.0,178.0,52.0,7.2
Vadodara,Bhindol,8.1,1436.0,560.0,54.0,0.0,0.88,74.0,683.0,962.0,2014,25.0,460.0,71.0,129.0,60.0,0.0
Vadodara,Pavi,8.1,2490.0,430.0,97.0,0.0,0.98,60.0,525.0,1668.0,2014,9.0,650.0,496.0,276.0,160.0,5.7
Vadodara,Suskal,8.28,703.0,100.0,64.0,0.0,0.15,14.0,122.0,471.0,2014,44.0,230.0,92.0,48.0,68.0,0.7
Vadodara,Devat (thadgam),7.1,1030.0,280.0,31.0,0.0,0.88,48.0,342.0,690.0,2014,115.0,430.0,92.0,50.0,92.0,0.2
Vadodara,Moti chikhali,8.0,743.0,310.0,13.0,0.0,1.78,17.0,378.0,498.0,2014,15.0,280.0,28.0,46.0,84.0,0.2
Vadodara,Panwad,7.96,1301.0,290.0,32.0,0.0,0.65,38.0,354.0,872.0,2014,28.0,470.0,227.0,93.0,124.0,13.5
Vadodara,Saidivasana,8.1,2633.0,260.0,269.0,0.0,0.35,120.0,317.0,1764.0,2014,48.0,1050.0,603.0,180.0,220.0,16.0
Vadodara,Vagudan,8.26,1044.0,410.0,27.0,0.0,2.4,43.0,500.0,699.0,2014,9.0,400.0,64.0,66.0,88.0,8.6
Vadodara,Kaprali,8.2,686.0,280.0,4.0,0.0,0.59,19.0,342.0,460.0,2014,40.0,300.0,21.0,22.0,88.0,0.0
Vadodara,Sengpur,8.2,740.0,320.0,12.0,0.0,0.4,10.0,390.0,496.0,2014,15.0,280.0,21.0,44.0,96.0,0.0
Vadodara,Waghach,7.16,970.0,390.0,6.0,0.0,1.4,22.0,476.0,650.0,2014,60.0,270.0,64.0,124.0,72.0,4.1
Vadodara,Masor,8.6,2340.0,738.0,179.0,120.0,3.2,84.0,656.0,1568.0,2014,5.0,500.0,248.0,364.0,60.0,0.3
Vadodara,Alladpur,7.86,1631.0,590.0,56.0,0.0,0.85,67.0,720.0,1093.0,2014,8.0,500.0,149.0,170.0,88.0,3.6
Vadodara,Bodeli,7.76,1462.0,380.0,121.0,0.0,0.45,31.0,464.0,980.0,2014,30.0,340.0,213.0,228.0,84.0,0.7
Vadodara,Govindpura,7.5,7163.0,480.0,25.0,0.0,1.03,300.0,586.0,4799.0,2014,60.0,1900.0,2127.0,780.0,260.0,4.4
Vadodara,Makni,8.1,1923.0,730.0,50.0,0.0,0.6,86.0,891.0,1288.0,2014,8.0,660.0,149.0,73.0,120.0,117.0
Vadodara,Chhaliyar,8.16,880.0,360.0,65.0,0.0,0.77,48.0,439.0,590.0,2014,19.0,350.0,43.0,72.0,60.0,0.6
Vadodara,Juna samalya,8.27,986.0,290.0,30.0,0.0,0.65,29.0,354.0,661.0,2014,7.0,200.0,135.0,148.0,32.0,0.1
Vadodara,Rasulpur,7.8,1837.0,390.0,63.0,0.0,0.45,43.0,476.0,1231.0,2014,25.0,430.0,305.0,222.0,100.0,22.0
Vadodara,Tundav,8.1,1342.0,370.0,15.0,0.0,0.5,58.0,451.0,899.0,2014,60.0,420.0,142.0,62.0,72.0,68.0
Vadodara,Vejpur2,8.28,3412.0,870.0,14.0,0.0,1.68,60.0,1061.0,2286.0,2014,5.0,500.0,638.0,600.0,100.0,6.2
Vadodara,Patiyapura,7.9,2610.0,440.0,256.0,0.0,0.5,168.0,537.0,1749.0,2014,100.0,1200.0,425.0,90.0,200.0,5.9
Vadodara,Saidal,8.2,539.0,220.0,18.0,0.0,0.48,17.0,268.0,361.0,2014,4.0,150.0,28.0,61.0,32.0,3.5
Vadodara,Ghodisimel,8.0,2040.0,380.0,91.0,0.0,0.53,55.0,464.0,1367.0,2014,3.0,420.0,411.0,297.0,76.0,9.2
Vadodara,Kevdabagh,8.2,1488.0,530.0,32.0,0.0,1.4,17.0,647.0,997.0,2014,30.0,150.0,128.0,287.0,32.0,6.3
Vadodara,ONGC Campus,8.1,2925.0,470.0,251.0,0.0,0.9,72.0,573.0,1960.0,2014,12.0,650.0,638.0,462.0,140.0,8.9
Valsad,Awadha,8.01,510.0,150.0,49.0,0.0,0.25,22.0,183.0,342.0,2014,12.0,270.0,64.0,15.0,72.0,0.1
Valsad,Dharampur2,7.98,600.0,170.0,13.0,0.0,0.38,17.0,207.0,402.0,2014,2.0,220.0,85.0,40.0,60.0,0.1
Valsad,Lakadmal,8.21,350.0,130.0,1.0,0.0,0.23,12.0,159.0,235.0,2014,4.0,180.0,42.0,7.0,52.0,0.7
Valsad,Kaparda,7.61,200.0,70.0,25.0,0.0,0.05,10.0,85.0,134.0,2014,3.0,110.0,28.0,13.0,28.0,5.4
Valsad,Nanaponda,7.77,1100.0,210.0,47.0,0.0,0.48,26.0,256.0,737.0,2014,5.0,400.0,170.0,49.0,116.0,1.1
Valsad,Karwad,8.02,770.0,300.0,15.0,0.0,0.3,19.0,366.0,516.0,2014,3.0,320.0,71.0,46.0,96.0,14.0
Valsad,Udwada,7.81,869.0,265.0,54.0,0.0,0.33,38.0,323.0,582.0,2014,5.0,400.0,85.0,22.0,96.0,0.6
Valsad,Dahli (bhilad),7.63,810.0,260.0,101.0,0.0,0.05,34.0,317.0,543.0,2014,13.0,320.0,28.0,44.0,72.0,0.4
Valsad,Kanadu,7.77,386.0,150.0,26.0,0.0,0.5,17.0,183.0,259.0,2014,2.0,180.0,21.0,14.0,44.0,0.4
Valsad,Tumb,7.92,660.0,240.0,8.0,0.0,1.05,34.0,293.0,442.0,2014,2.0,240.0,78.0,57.0,40.0,0.5
Valsad,Muli1,7.92,1607.0,330.0,21.0,0.0,0.38,43.0,403.0,1077.0,2014,1.0,330.0,333.0,230.0,60.0,13.0
Valsad,Tithal,7.66,1850.0,550.0,41.0,0.0,0.15,62.0,671.0,1240.0,2014,10.0,550.0,232.0,176.0,116.0,5.6
Valsad,Chavshala,7.52,400.0,130.0,14.0,0.0,0.1,7.0,159.0,268.0,2014,8.0,180.0,35.0,10.0,60.0,8.2
Valsad,Fali,7.75,490.0,160.0,30.0,0.0,0.23,2.0,195.0,328.0,2014,10.0,180.0,35.0,32.0,68.0,3.6
Valsad,umargaon,7.82,700.0,240.0,34.0,0.0,0.23,36.0,293.0,469.0,2014,15.0,280.0,78.0,55.0,52.0,6.1
Valsad,Vapi,7.62,984.0,260.0,3.0,0.0,0.15,46.0,317.0,659.0,2014,17.0,380.0,128.0,37.0,76.0,0.8
Ahmedabad,Barvala,7.84,5440.0,1050.0,407.0,0.0,4.5,144.0,1281.0,3645.0,2015,32.0,800.0,815.0,863.0,80.0,2.0
Ahmedabad,Ghuma,8.18,3796.0,490.0,270.0,0.0,0.61,120.0,598.0,2543.0,2015,21.0,850.0,815.0,318.0,140.0,320.0
Ahmedabad,Dhandhuka1,8.28,385.0,140.0,36.0,0.0,0.35,19.0,171.0,258.0,2015,2.0,170.0,14.0,14.0,36.0,1.9
Ahmedabad,Gamph,7.99,4185.0,410.0,84.0,0.0,0.96,144.0,500.0,2804.0,2015,15.0,800.0,1028.0,543.0,80.0,47.0
Ahmedabad,Tagadi1,8.21,1207.0,320.0,107.0,0.0,1.92,26.0,390.0,809.0,2015,3.0,240.0,135.0,180.0,52.0,7.8
Ahmedabad,Dalod,8.03,15440.0,280.0,992.0,0.0,2.8,134.0,342.0,10345.0,2015,50.0,1650.0,4402.0,2760.0,240.0,43.0
Ahmedabad,Mandal2,8.22,3494.0,220.0,173.0,0.0,0.45,107.0,268.0,2341.0,2015,3.0,640.0,951.0,516.0,80.0,5.5
Ahmedabad,Kundali,8.19,1027.0,310.0,33.0,0.0,0.61,58.0,378.0,688.0,2015,42.0,340.0,120.0,97.0,40.0,0.4
Ahmedabad,Rajpada,8.1,1063.0,280.0,56.0,0.0,0.82,43.0,342.0,712.0,2015,31.0,350.0,120.0,86.0,68.0,1.6
Ahmedabad,Endla,8.52,616.0,160.0,1.0,18.0,0.8,32.0,159.0,413.0,2015,0.0,200.0,149.0,81.0,28.0,10.7
Ahmedabad,Viramgam2,8.69,4928.0,310.0,351.0,48.0,1.32,63.0,281.0,3302.0,2015,6.0,340.0,1250.0,980.0,332.0,10.7
Amreli,Amreli,8.0,1424.0,450.0,116.0,0.0,0.35,41.0,549.0,954.0,2015,22.0,580.0,170.0,116.0,564.0,3.3
Amreli,Ankadia mota,7.95,1334.0,310.0,60.0,0.0,0.48,48.0,378.0,894.0,2015,115.0,370.0,170.0,156.0,68.0,3.2
Amreli,Govadka,8.01,2548.0,250.0,263.0,0.0,0.31,168.0,305.0,1707.0,2015,105.0,1000.0,532.0,170.0,120.0,2.8
Amreli,Untvad,8.01,855.0,260.0,42.0,0.0,0.3,29.0,317.0,573.0,2015,45.0,350.0,78.0,47.0,92.0,3.0
Amreli,Bagasara,7.75,1900.0,320.0,255.0,0.0,0.5,14.0,390.0,1273.0,2015,225.0,360.0,227.0,337.0,120.0,0.4
Amreli,Vaghania juna,8.22,935.0,290.0,8.0,0.0,0.45,24.0,354.0,626.0,2015,41.0,240.0,128.0,127.0,56.0,9.4
Amreli,Chalala,8.23,620.0,150.0,70.0,0.0,0.36,22.0,183.0,415.0,2015,20.0,210.0,78.0,65.0,48.0,1.6
Amreli,Dharangani,8.2,294.0,90.0,15.0,0.0,0.0,14.0,110.0,197.0,2015,6.0,120.0,28.0,14.0,24.0,2.3
Amreli,Dhari,7.73,1708.0,290.0,109.0,0.0,0.2,84.0,354.0,1144.0,2015,125.0,560.0,241.0,133.0,84.0,0.6
Amreli,Kerala,8.17,1642.0,430.0,35.0,0.0,0.23,29.0,525.0,1100.0,2015,32.0,190.0,241.0,298.0,28.0,0.7
Amreli,Morjhar,8.03,560.0,180.0,17.0,0.0,0.23,17.0,220.0,375.0,2015,9.0,190.0,57.0,45.0,48.0,1.2
Amreli,Virpur,7.93,1100.0,370.0,14.0,0.0,0.24,50.0,451.0,737.0,2015,114.0,440.0,78.0,68.0,92.0,1.1
Amreli,Bherai,8.24,898.0,230.0,3.0,0.0,0.44,10.0,281.0,602.0,2015,12.0,90.0,149.0,161.0,20.0,11.4
Amreli,Jafrabad,8.1,1746.0,190.0,21.0,0.0,0.36,43.0,232.0,1170.0,2015,22.0,300.0,383.0,220.0,48.0,54.0
Amreli,Nageshri,8.05,640.0,220.0,55.0,0.0,0.25,31.0,268.0,429.0,2015,15.0,210.0,57.0,74.0,52.0,12.8
Amreli,Timbi2,7.91,665.0,150.0,54.0,0.0,0.4,22.0,183.0,446.0,2015,37.0,180.0,106.0,96.0,36.0,8.7
Amreli,Bhavardi1,8.24,899.0,270.0,32.0,0.0,0.5,38.0,329.0,602.0,2015,90.0,350.0,71.0,59.0,76.0,1.6
Amreli,Ingorala,7.95,956.0,290.0,93.0,0.0,0.42,67.0,354.0,641.0,2015,76.0,400.0,57.0,60.0,48.0,0.4
Amreli,Khamba,8.28,925.0,254.0,182.0,0.0,0.3,24.0,310.0,620.0,2015,39.0,280.0,50.0,123.0,52.0,3.9
Amreli,Trakuda,8.17,190.0,60.0,27.0,0.0,0.02,10.0,73.0,127.0,2015,11.0,110.0,21.0,8.0,28.0,1.2
Amreli,Vankiya,8.17,890.0,330.0,20.0,0.0,0.33,41.0,403.0,596.0,2015,57.0,340.0,57.0,64.0,68.0,0.6
Amreli,Badhda,7.96,2250.0,270.0,370.0,0.0,0.35,120.0,329.0,1508.0,2015,230.0,1000.0,248.0,90.0,200.0,1.3
Amreli,Bhuva,8.22,9175.0,550.0,361.0,0.0,0.8,324.0,671.0,6147.0,2015,210.0,1650.0,2304.0,1260.0,120.0,88.0
Amreli,Charkhadia1,8.24,1322.0,450.0,21.0,0.0,0.65,17.0,549.0,886.0,2015,66.0,130.0,106.0,252.0,24.0,4.1
