DISTRICT,LOCATION,PH,EC,TDS,TH,CA,MG,NA,K,CO3,HCO3,CL,NO3,SO4,F,ALK,YEAR,SAR,WQI,WQI_CLASSIF,EWQI,EWQI_CLASSIF,CCME-WQI,CCME-WQI_CLASSIF
Morvi,Mota Dhansura,7.72,2391.0,1602.0,550.0,136.0,51.0,283.0,12.0,0.0,329.0,553.0,2.9,166.0,0.48,270.0,2020,5.2,47.49350215413757,Good,167.86894890854572,Unsuitable,82.679255082927,Good
Narmada,Jankh,7.71,620.0,415.4,270.0,76.152,19.0,21.0,0.1,0.0,293.0,35.0,15.0,22.0,0.45,240.0,2020,0.56,37.12094293605143,Good,58.81314490565827,Poor,188.9260563824622,
Narmada,Umran,7.75,473.0,316.91,210.0,52.104,19.0,16.0,0.1,0.0,195.0,43.0,0.22,25.0,0.31,160.0,2020,0.48,28.17922559251202,Good,45.23203742324001,Good,304.4109744119914,
Narmada,Salemba,7.43,985.0,659.95,280.0,88.176,15.0,94.0,0.46,0.0,220.0,156.0,45.0,61.0,0.43,180.0,2020,2.44,35.34972696182159,Good,82.73503034754363,Very Poor,188.84893971530266,
Narmada,Kanbipitha,7.79,515.0,345.05,240.0,44.088,32.0,20.0,0.13,0.0,232.0,35.0,10.0,23.0,0.36,190.0,2020,0.56,33.41860325869189,Good,53.4479082739989,Poor,246.65951193138415,
Narmada,Khota Amba,7.89,598.0,400.66,290.0,80.16,22.0,15.0,1.1,0.0,329.0,21.0,12.0,20.0,0.32,270.0,2020,0.38,32.640179452408624,Good,59.94848689823322,Poor,188.94324822981457,
Narmada,Ringani,7.95,574.0,384.58,270.0,56.112,32.0,21.0,0.11,0.0,342.0,14.0,1.2,7.7,0.29,281.0,2020,0.56,31.82226656831481,Good,56.15319148158638,Poor,188.96229811878572,
Narmada,Hirapura,7.73,820.0,549.4,360.0,80.16,39.0,43.0,0.28,0.0,317.0,78.0,56.0,36.0,0.48,260.0,2020,0.99,44.38730762607749,Good,87.77992873875725,Very Poor,138.25975854085027,
Narmada,Garudeshwar,7.69,1016.0,680.72,440.0,100.0,46.0,54.0,4.2,0.0,500.0,71.0,13.0,39.0,0.39,410.0,2020,1.12,39.88250110438874,Good,90.56322215811971,Very Poor,73.4634147688833,Fair
Navsari,Parujan,7.67,508.0,340.36,240.0,68.0,17.0,17.0,0.14,0.0,256.0,28.0,12.0,12.0,0.27,210.0,2020,0.48,26.599046096225877,Good,49.86719055313327,Good,246.68892271239957,
Navsari,Chinam,7.8,550.0,368.5,250.0,64.0,22.0,16.0,1.25,0.0,171.0,64.0,48.0,23.0,0.25,140.0,2020,0.45,28.92760942886379,Good,63.97816966436467,Poor,365.68987156070375,
Navsari,Navsari 1,7.7,312.0,209.04,150.0,36.0,15.0,10.0,0.23,0.0,134.0,21.0,17.0,17.0,0.29,110.0,2020,0.35,26.08768334012193,Good,37.38899657220904,Good,362.230832668745,
Navsari,Dandi,7.83,798.0,534.66,350.0,92.0,29.0,24.0,0.78,0.0,305.0,71.0,37.0,29.0,0.29,250.0,2020,0.56,33.411623800819264,Good,79.25412329443563,Very Poor,131.1648389103053,
Navsari,Onjal,7.78,383.0,256.61,180.0,48.0,15.0,15.0,0.41,0.0,195.0,21.0,10.0,11.0,0.27,160.0,2020,0.49,26.157014935740136,Good,41.07658043400743,Good,362.1727838285922,
Navsari,Sari khurd,7.8,417.0,279.39,190.0,48.0,17.0,14.0,0.53,0.0,134.0,36.0,30.0,27.0,0.31,110.0,2020,0.44,29.460769034562237,Good,48.970345841981086,Good,362.16403566015384,
Navsari,Chandav,8.1,2760.0,1849.2,570.0,120.0,66.0,400.0,8.35,0.0,512.0,582.0,3.0,158.0,0.52,420.0,2020,7.28,56.245800872251856,Poor,190.791926847042,Unsuitable,82.7156048934595,Good
Navsari,Moti Valzar,8.23,818.0,548.06,300.0,88.0,19.0,62.0,14.0,0.0,427.0,50.0,7.0,13.0,0.4,350.0,2020,1.56,40.21243709123544,Good,72.14534095520222,Poor,131.22730627568268,
Navsari,Doldha,8.08,821.0,550.07,360.0,100.0,27.0,45.0,0.47,0.0,268.0,92.0,42.0,56.0,0.28,220.0,2020,1.03,35.224121571344845,Good,85.70080159974466,Very Poor,131.1430347544074,
Navsari,Kaliyari,8.06,355.0,237.85,140.0,32.0,15.0,24.0,0.66,0.0,159.0,28.0,6.0,16.0,0.28,130.0,2020,0.88,28.31385150607497,Good,39.26535044361331,Good,362.2243356922518,
Navsari,Rumla,8.07,432.0,289.44,190.0,40.0,22.0,21.0,0.44,0.0,183.0,36.0,0.0,30.0,0.44,150.0,2020,0.66,37.58605960718862,Good,46.26974921565143,Good,362.1242125477043,
Navsari,Manav Khadak,8.36,480.0,321.6,180.0,44.0,17.0,36.0,0.24,0.0,171.0,71.0,0.0,22.0,0.24,140.0,2020,1.18,29.515370309659342,Good,49.6757141576922,Good,362.14743177402556,
Panchmahals,Shehra,8.25,1255.0,840.85,260.0,72.0,19.0,72.0,166.0,0.0,549.0,107.0,7.0,34.0,0.41,450.0,2020,1.94,42.043823904635126,Good,89.78084136004024,Very Poor,188.86858483739508,
Panchmahals,Chhabanpur,7.68,790.0,529.3,280.0,80.0,19.0,70.0,1.67,0.0,329.0,64.0,37.0,31.0,0.64,270.0,2020,1.82,48.343552331800105,Good,73.74910994048368,Poor,131.16504632577946,
Panchmahals,Tuwa,7.8,872.0,584.24,280.0,88.0,15.0,80.0,21.8,0.0,366.0,99.0,14.0,25.0,0.51,300.0,2020,2.08,41.59107866493144,Good,72.7601326773078,Poor,131.1892672266994,
Panchmahals,Dhanol,7.89,585.0,391.95,130.0,16.0,22.0,61.0,10.41,0.0,244.0,21.0,2.7,33.0,0.43,200.0,2020,2.33,35.6390340282538,Good,46.690883331520205,Good,304.44381248791547,
Panchmahals,Vejalpur,7.8,1724.0,1155.08,630.0,92.0,97.0,127.0,8.26,0.0,488.0,246.0,47.0,81.0,0.38,400.0,2020,2.2,50.07937766452413,Poor,151.80276787819028,Unsuitable,287.36983673769356,
Panchmahals,Santroad_1,7.91,942.0,631.14,300.0,48.0,44.0,81.0,2.74,0.0,390.0,78.0,14.0,34.0,0.61,320.0,2020,2.03,50.75963266904433,Poor,80.8527182277228,Very Poor,131.15766695175753,
Panchmahals,Suliyat,7.26,1056.0,707.52,430.0,120.0,32.0,40.0,21.4,0.0,305.0,121.0,46.0,51.0,1.1,250.0,2020,0.84,71.38803692334186,Poor,96.97177883268154,Very Poor,82.67914695979294,Good
Panchmahals,Natapur,7.71,931.0,623.77,280.0,85.0,16.0,80.0,2.0,0.0,305.0,92.0,41.0,41.0,1.2,250.0,2020,2.08,77.0316727176242,Very Poor,83.00528529908615,Very Poor,73.41760288884478,Fair
Panchmahals,Godhra2,8.1,980.0,656.6,260.0,80.0,15.0,105.0,0.9,0.0,329.0,78.0,75.0,60.0,1.2,270.0,2020,2.83,82.41267581637013,Very Poor,96.41521004343927,Very Poor,138.30317479458907,
Panchmahals,Godhra UR_1,7.8,1273.0,852.91,310.0,52.0,44.0,148.0,1.0,0.0,415.0,163.0,19.0,55.0,0.93,340.0,2020,3.65,67.16069709530859,Poor,99.54097524232289,Very Poor,131.0447164863113,
Panchmahals,Ranipura,7.98,2432.0,1629.44,800.0,136.0,112.0,200.0,3.98,0.0,500.0,412.0,157.0,106.0,1.1,410.0,2020,3.07,98.7463420128023,Very Poor,230.51530162571896,Unsuitable,270.0198033683042,
Panchmahals,Khadki Vadiya,8.21,1242.0,832.14,370.0,20.0,78.0,123.0,1.42,0.0,587.0,71.0,3.1,58.0,2.0,481.0,2020,2.78,128.79053783731877,Unsuitable,108.97604842906551,Unsuitable,138.29344040788376,
Panchmahals,Kalol UR_1,8.23,209.0,140.03,100.0,32.0,4.9,5.0,3.13,0.0,85.0,21.0,5.3,9.0,0.3,70.0,2020,0.22,28.78115148753051,Good,30.381339629253485,Good,362.32860572188235,
Panchmahals,Kalol UR_2,8.04,1883.0,1261.61,660.0,20.0,148.0,155.0,0.6,0.0,537.0,298.0,84.0,52.0,0.3,440.0,2020,2.62,55.865789196693775,Poor,179.21833513214872,Unsuitable,365.73128379658345,
Panchmahals,Tarkanda,7.88,827.0,554.09,270.0,60.0,29.0,50.0,2.8,0.0,195.0,107.0,17.0,53.0,0.48,160.0,2020,1.32,41.04536123032549,Good,72.25266179510919,Poor,246.56009506135848,
Panchmahals,Pavagadh,8.15,900.0,603.0,400.0,48.0,68.0,25.0,0.29,0.0,293.0,107.0,39.0,21.0,0.35,240.0,2020,0.54,43.6457765823225,Good,95.55657148260065,Very Poor,131.19055029294015,
Panchmahals,Shivrajpur,7.8,1317.0,882.39,480.0,80.0,68.0,80.0,0.39,0.0,256.0,270.0,12.0,40.0,0.4,210.0,2020,1.59,42.93409109220239,Good,112.47154395366825,Unsuitable,15.657289245830114,Poor
Panchmahals,Javan,8.02,372.0,249.24,160.0,40.0,15.0,14.0,12.04,0.0,159.0,36.0,5.2,15.0,0.43,130.0,2020,0.48,35.73415239240074,Good,41.492583542735865,Good,362.18530199852796,
Panchmahals,Jambugoda,7.86,1049.0,702.83,340.0,44.0,56.0,73.0,1.25,0.0,281.0,136.0,32.0,32.0,0.76,230.0,2020,1.72,59.94875627200086,Poor,94.09469660769224,Very Poor,131.11037019831664,
Patan,Dhinoj,7.71,1585.0,1061.95,340.0,92.0,27.0,200.0,35.0,0.0,488.0,256.0,6.0,100.0,0.29,400.0,2020,4.72,33.03892325822827,Good,110.49008243355578,Unsuitable,138.14009209651556,
Patan,Sander,7.54,440.0,294.8,210.0,44.0,24.0,19.0,3.6,0.0,232.0,36.0,2.0,8.0,0.34,190.0,2020,0.58,28.54027770326879,Good,43.09008451266074,Good,304.4024433595872,
Patan,Patan,7.5,2100.0,1407.0,420.0,80.0,54.0,300.0,37.0,0.0,1086.0,121.0,58.0,90.0,3.2,891.0,2020,6.36,189.11937548223875,Unsuitable,162.42713607115283,Unsuitable,316.565851202177,
Patan,Sankhari,7.83,460.0,308.2,150.0,32.0,17.0,36.0,10.0,0.0,232.0,28.0,3.0,11.0,0.58,190.0,2020,1.29,42.1612398791961,Good,42.83736846321475,Good,362.144973465189,
Patan,Motichander,7.32,15570.0,10431.9,3370.0,300.0,637.0,2280.0,45.0,0.0,183.0,5361.0,9.0,583.0,0.3,150.0,2020,17.0,142.5422039012905,Unsuitable,1104.6938151632764,Unsuitable,559.6504732708889,
Patan,Piprala,8.15,7336.0,4915.12,850.0,68.0,165.0,1364.0,1.6,0.0,769.0,1882.0,134.0,494.0,6.95,631.0,2020,20.3,412.4914916732069,Unsuitable,517.7279587481038,Unsuitable,677.4101382952864,
Porbandar,Adityana,7.15,1072.0,718.24,365.0,52.0,57.0,72.0,2.58,0.0,268.0,156.0,64.0,41.0,0.57,220.0,2020,1.64,46.100573924504175,Good,98.88531473840231,Very Poor,194.57357681708152,
Porbandar,Adwana2,7.29,1503.0,1007.01,520.0,48.0,97.0,100.0,1.91,0.0,476.0,163.0,90.0,60.0,0.37,390.0,2020,1.91,45.83675567758472,Good,139.06785931046653,Unsuitable,265.3730162053684,
Porbandar,Babda,7.67,1760.0,1179.2,420.0,40.0,78.0,202.0,2.59,0.0,512.0,262.0,18.0,75.0,0.88,420.0,2020,4.29,69.11594611510148,Poor,132.15491145761786,Unsuitable,138.14214110974933,
Porbandar,Bakharla,7.38,2416.0,1618.72,560.0,24.0,122.0,276.0,41.57,0.0,476.0,433.0,82.0,139.0,1.9,390.0,2020,5.07,128.3038966080198,Unsuitable,197.02160910013035,Unsuitable,316.5200652540698,
Porbandar,Balej,7.23,962.0,644.54,160.0,24.0,24.0,133.0,28.57,0.0,207.0,199.0,2.0,28.0,0.33,170.0,2020,4.57,25.669740210347157,Good,62.78667974106407,Poor,304.3428076422803,
Porbandar,Bhavpura,7.17,4177.0,2798.59,1300.0,360.0,97.0,350.0,7.56,0.0,183.0,1241.0,104.0,93.0,0.16,150.0,2020,4.22,45.94093229202886,Good,327.40719118974,Unsuitable,524.9446037103042,
Porbandar,Bhod,7.12,1310.0,877.7,290.0,88.0,17.0,164.0,2.79,0.0,342.0,199.0,54.0,52.0,0.52,281.0,2020,4.19,39.205109155664175,Good,97.75344312794988,Very Poor,194.54118281969107,
Porbandar,Degam,7.95,2135.0,1430.45,330.0,52.0,49.0,276.0,2.69,0.0,207.0,532.0,22.0,123.0,2.0,170.0,2020,6.61,124.15109757117264,Unsuitable,154.74846576708637,Unsuitable,211.00802791154985,
Porbandar,Hanumangadh1,7.23,3412.0,2286.04,1100.0,100.0,207.0,251.0,4.25,0.0,488.0,780.0,39.0,147.0,1.2,400.0,2020,3.29,104.130872639307,Unsuitable,275.69513855005937,Unsuitable,269.9678041263566,
Porbandar,Kadegi,7.42,12250.0,8207.5,3550.0,38.0,840.0,1173.0,27.14,0.0,427.0,3546.0,3.0,754.0,0.43,350.0,2020,8.56,164.4421990333701,Unsuitable,948.2204127932996,Unsuitable,478.82531670400294,
Porbandar,Kandorna_Rana,7.21,3580.0,2398.6,900.0,40.0,195.0,405.0,2.28,0.0,976.0,574.0,50.0,124.0,1.8,801.0,2020,5.87,134.96415564761554,Unsuitable,269.00285151734687,Unsuitable,558.5152081088388,
Porbandar,Khambodar,7.61,1660.0,1112.2,320.0,44.0,51.0,228.0,10.25,0.0,439.0,269.0,18.0,65.0,1.4,360.0,2020,5.54,90.84552692754744,Very Poor,119.79821387970776,Unsuitable,82.667179104459,Good
Porbandar,Kolikhada village-2,7.78,1772.0,1187.24,190.0,24.0,32.0,330.0,0.98,0.0,732.0,35.0,47.0,192.0,3.4,600.0,2020,10.41,194.20890444305363,Unsuitable,128.8908798093139,Unsuitable,339.89502560999955,
Porbandar,Kuchhadi,7.43,4221.0,2828.07,650.0,100.0,97.0,603.0,105.78,0.0,976.0,752.0,27.0,177.0,1.1,801.0,2020,10.28,89.93846430274492,Very Poor,266.1748269732836,Unsuitable,269.87688324233216,
Porbandar,Kutiyana1,7.23,390.0,261.3,150.0,36.0,15.0,33.0,4.12,0.0,183.0,35.0,4.0,20.0,0.88,150.0,2020,1.17,51.498965161254,Poor,36.45830420535268,Good,362.1388084359722,
Porbandar,Miyani,7.22,2074.0,1389.58,180.0,52.0,12.0,361.0,46.27,0.0,488.0,277.0,170.0,86.0,0.16,400.0,2020,11.7,29.059900891458614,Good,152.4927583957537,Unsuitable,320.77826421070404,
Porbandar,Mocha,7.18,6800.0,4556.0,1775.0,220.0,298.0,751.0,30.66,0.0,366.0,2199.0,14.0,28.0,0.09,300.0,2020,7.75,66.98025644337152,Poor,493.2395752812945,Unsuitable,478.1411104290453,
Porbandar,Mojiwana,7.41,1340.0,897.8,230.0,24.0,41.0,201.0,1.58,0.0,403.0,177.0,21.0,65.0,0.73,331.0,2020,5.76,52.66676680674356,Poor,93.3360938964384,Very Poor,131.10578578509828,
Porbandar,Navibandar,7.12,810.0,542.7,210.0,40.0,27.0,80.0,7.16,0.0,195.0,121.0,39.0,44.0,0.42,160.0,2020,2.4,31.70030978352656,Good,66.88249550050821,Poor,246.60080951840382,
Porbandar,Oddar(Gosa),7.52,8810.0,5902.7,1975.0,100.0,420.0,1125.0,42.0,0.0,366.0,2624.0,30.0,440.0,0.63,300.0,2020,11.01,115.78133979574602,Unsuitable,634.970479488185,Unsuitable,433.31233659716634,
Porbandar,Palkhada1,7.36,2950.0,1976.5,655.0,44.0,133.0,363.0,40.89,0.0,354.0,660.0,117.0,178.0,0.5,290.0,2020,6.17,61.49254798378684,Poor,235.90855413998517,Unsuitable,365.74396809139597,
Porbandar,Pata(पाता),7.63,1010.0,676.7,260.0,40.0,39.0,110.0,3.46,0.0,305.0,135.0,9.0,55.0,0.48,250.0,2020,2.97,40.2213699967216,Good,77.93429633683728,Very Poor,131.14298449901077,
Porbandar,Porbandar1,7.16,1410.0,944.7,240.0,40.0,34.0,230.0,26.43,0.0,451.0,227.0,4.0,103.0,0.93,370.0,2020,6.45,59.62123455594301,Poor,94.89427331556472,Very Poor,131.00787296888052,
Porbandar,Ranavav2,7.15,1160.0,777.2,405.0,20.0,86.0,95.0,1.65,0.0,305.0,191.0,71.0,37.0,0.56,250.0,2020,2.05,49.47564304566243,Good,112.02396328213266,Unsuitable,194.63392627158493,
Porbandar,Ratadi,7.87,2810.0,1882.7,290.0,32.0,51.0,524.0,6.06,0.0,451.0,574.0,25.0,194.0,1.3,370.0,2020,13.38,90.63172889822737,Very Poor,180.35499919144368,Unsuitable,82.70737308682553,Good
Porbandar,Ratia,7.15,2801.0,1876.67,550.0,24.0,119.0,293.0,160.0,0.0,329.0,652.0,101.0,121.0,0.35,270.0,2020,5.43,48.32563080880332,Good,212.7315090693112,Unsuitable,287.6186018428319,
Porbandar,Simar,7.38,460.0,308.2,160.0,24.0,24.0,30.0,2.26,0.0,49.0,50.0,104.0,33.0,0.42,40.0,2020,1.03,35.347000549710735,Good,64.93815805665061,Poor,423.20719407458444,
Porbandar,Tukda(Gosa),7.61,1302.0,872.34,220.0,44.0,27.0,170.0,49.43,0.0,268.0,184.0,116.0,76.0,0.31,220.0,2020,4.98,36.24571011865143,Good,113.35833255789647,Unsuitable,251.4950672387459,
Porbandar,Visavada,7.46,1730.0,1159.1,405.0,56.0,64.0,197.0,16.58,0.0,232.0,362.0,16.0,141.0,1.91,190.0,2020,4.26,116.2854477907258,Unsuitable,133.82754303022736,Unsuitable,210.960702560536,
Rajkot,Goghavadar,7.04,1171.0,785.0,450.0,92.184,54.0,89.0,2.64,0.0,220.0,184.0,82.0,115.0,0.82,180.0,2020,1.8,59.34135349712065,Poor,115.73406556773526,Unsuitable,194.5116661492914,
Rajkot,kamlapur 1,7.02,2705.0,1812.0,751.0,240.48,36.0,295.0,2.4,0.0,73.0,716.0,135.0,176.0,0.54,60.0,2020,4.7,51.25816469466218,Poor,221.407261959118,Unsuitable,365.79359009858064,
Rajkot,Kalithad 1,7.38,1212.0,812.0,380.0,104.208,29.0,98.0,0.56,0.0,146.0,277.0,31.0,77.0,0.59,120.0,2020,2.2,44.52575613374529,Good,100.225467072541,Unsuitable,131.0457518417414,
Rajkot,Lalavadar,7.5,656.0,440.0,260.0,60.12,27.0,43.0,0.75,0.0,317.0,43.0,16.0,21.0,0.67,260.0,2020,1.2,47.34140381552237,Good,60.60620471096004,Poor,246.58221705197565,
Rajkot,Bhadla,7.02,2040.0,1367.0,701.0,124.248,95.0,170.0,2.2,0.0,171.0,482.0,96.0,127.0,0.45,140.0,2020,2.8,48.78107913847744,Good,181.18916175121532,Unsuitable,287.4945890894355,
Rajkot,Movaiya,7.19,8752.0,5864.0,3353.0,573.0,467.0,690.0,0.72,0.0,256.0,2652.0,168.0,615.0,0.74,210.0,2020,5.2,143.03750136599808,Unsuitable,764.8610092530203,Unsuitable,596.3092154166327,
Rajkot,Motadadva,7.4,1515.0,1015.0,641.0,120.0,83.0,85.0,3.4,0.0,195.0,355.0,60.0,120.0,0.5,160.0,2020,1.5,50.21207368441968,Poor,147.1332049789186,Unsuitable,287.3725107303317,
Rajkot,Upleta,7.83,2630.0,1762.0,180.0,28.0,27.0,565.0,0.88,0.0,720.0,468.0,36.0,60.0,3.1,590.0,2020,18.3,179.8941078294042,Unsuitable,168.59134035614548,Unsuitable,265.40737782882985,
Rajkot,Virnagar,7.99,2167.0,1452.0,631.0,52.0,122.0,265.0,0.36,0.0,427.0,489.0,34.0,95.0,0.62,350.0,2020,4.6,66.2313555336996,Poor,181.39407235604708,Unsuitable,287.405396233761,
Rajkot,Dhorajee,7.63,645.0,432.0,220.0,40.0,29.0,52.0,3.2,0.0,146.0,121.0,5.8,37.0,0.35,120.0,2020,1.5,30.559564138990712,Good,57.00373057664202,Poor,304.34805644396613,
Rajkot,Jamvadi,7.43,729.0,488.0,240.0,48.0,29.0,62.0,3.6,0.0,183.0,135.0,4.8,40.0,0.5,150.0,2020,1.7,36.88372177351256,Good,60.97839604658592,Poor,304.29179456509655,
Rajkot,Ganod,7.68,6006.0,4024.0,821.0,128.0,122.0,1125.0,1.9,0.0,464.0,1432.0,27.0,694.0,2.9,380.0,2020,17.1,188.5711560814234,Unsuitable,397.07713840028777,Unsuitable,471.98242367723094,
Rajkot,Targhari,7.78,657.0,440.0,210.0,36.0,29.0,66.0,1.3,0.0,220.0,99.0,4.8,33.0,0.81,180.0,2020,2.0,55.50079178215559,Poor,59.86004610776793,Poor,304.28952640770854,
Rajkot,Chordi,7.47,1199.0,803.0,450.0,112.0,41.0,70.0,0.37,0.0,244.0,206.0,102.0,51.0,0.75,200.0,2020,1.4,59.63949696500065,Poor,122.5489933903235,Unsuitable,138.28489446246965,
Rajkot,kamlapur,7.0,2702.0,1810.0,751.0,253.0,29.0,292.0,2.3,0.0,73.0,716.0,125.0,172.0,0.59,60.0,2020,4.6,52.40544693801184,Poor,217.71533690593884,Unsuitable,416.6745512298917,
Rajkot,Khirsara,7.14,1450.0,972.0,530.0,100.0,68.0,93.0,3.9,0.0,415.0,241.0,6.4,80.0,0.1,340.0,2020,1.8,23.214451431731558,Excellent,113.95928058628232,Unsuitable,73.35456736012108,Fair
Rajkot,Dadiya,7.56,850.0,570.0,300.0,52.0,41.0,56.0,0.83,0.0,134.0,106.0,102.0,83.0,0.4,110.0,2020,1.4,39.99992449756108,Good,95.67145275005842,Very Poor,251.50957714405303,
Rajkot,Vinchchiya,7.38,1778.0,1191.0,580.0,136.0,58.0,150.0,2.2,0.0,342.0,291.0,128.0,123.0,0.66,280.0,2020,2.7,60.24022152349351,Poor,165.94390449631203,Unsuitable,158.46525869717,
Rajkot,Halenda,7.49,1767.0,1184.0,631.0,64.0,114.0,122.0,4.8,0.0,342.0,333.0,48.0,121.0,0.46,280.0,2020,2.1,52.34376260443677,Poor,157.06308062142145,Unsuitable,365.54097460799886,
Rajkot,Khamta,7.87,2246.0,1505.0,510.0,100.0,63.0,259.0,6.1,0.0,329.0,383.0,93.0,228.0,0.53,270.0,2020,5.0,56.78822286134376,Poor,181.02095846478943,Unsuitable,108.36759827656996,
Rajkot,Sardhar 2,7.72,1735.0,1162.0,350.28,64.0,46.0,185.0,74.0,0.0,610.0,184.0,37.0,84.0,0.38,500.0,2020,4.3,42.11820221407591,Good,124.13587565871424,Unsuitable,194.50913034878158,
Rajkot,Jasapar,7.69,1054.0,706.0,330.264,68.136,39.0,72.0,0.8,0.0,73.0,170.0,82.0,117.0,0.33,60.0,2020,1.7,36.65856820221408,Good,103.1330897960911,Unsuitable,251.41875865095557,
Rajkot,Ranpur,7.46,2019.0,1353.0,790.632,204.408,68.0,95.0,0.43,0.0,159.0,539.0,24.0,121.0,0.3,130.0,2020,1.4,39.36573803634052,Good,169.68576323403946,Unsuitable,287.4229989435269,
Rajkot,Jasdan 2,7.64,867.0,581.0,320.256,76.0,32.0,47.0,0.56,0.0,281.0,99.0,23.0,46.0,0.34,230.0,2020,1.1,33.49247159551886,Good,76.65899362810998,Very Poor,73.44434384002676,Fair
Rajkot,Paddhari,7.49,5749.0,3852.0,1120.9,220.0,139.0,793.0,1.4,0.0,464.0,1347.0,119.0,586.0,0.82,380.0,2020,10.3,90.3665701361362,Very Poor,413.4557018928784,Unsuitable,595.6518439938918,
Rajkot,Ribda,7.41,2327.0,1559.0,840.672,224.0,68.0,148.0,15.0,0.0,244.0,674.0,10.0,76.0,0.37,200.0,2020,2.2,43.26954739930525,Good,185.58605741811024,Unsuitable,236.81046207114463,
Sabarkantha,Boriya,7.6,2784.0,1865.28,880.0,152.0,122.0,266.0,1.2,0.0,403.0,483.0,148.0,282.0,0.67,331.0,2020,3.9,75.0457522890816,Very Poor,249.8892761291676,Unsuitable,270.03490642463936,
Sabarkantha,Umedpura,7.9,1544.0,1034.48,480.0,64.0,78.0,166.0,0.7,0.0,488.0,199.0,72.0,97.0,1.6,400.0,2020,3.29,110.73114433880728,Unsuitable,145.78112588785575,Unsuitable,287.37620185611706,
Sabarkantha,Harsol1,7.8,1456.0,975.52,320.0,60.0,41.0,199.0,0.96,0.0,488.0,156.0,73.0,119.0,2.1,400.0,2020,4.84,130.09955154200486,Unsuitable,128.63495576475893,Unsuitable,211.04895662392886,
Sabarkantha,varvada,7.8,2334.0,1563.78,760.0,120.0,112.0,206.0,12.9,0.0,732.0,412.0,15.0,47.0,1.5,600.0,2020,3.25,110.29939474363944,Unsuitable,189.3952037815337,Unsuitable,188.78784610258333,
Sabarkantha,Kesarpura(Mayal),7.92,1657.0,1110.19,360.0,60.0,51.0,235.0,0.44,0.0,366.0,199.0,146.0,193.0,2.0,300.0,2020,5.39,131.22447037605514,Unsuitable,161.9845207252972,Unsuitable,287.51990472210105,
Sabarkantha,Virpur_1(Himmat),7.8,593.0,397.31,240.0,12.0,51.0,27.0,0.39,0.0,244.0,36.0,33.0,15.0,0.81,200.0,2020,0.76,59.53004929762864,Poor,66.21697900598673,Poor,188.95087356113305,
Sabarkantha,Gadha1,7.87,2875.0,1926.25,480.0,148.0,27.0,452.0,2.3,0.0,476.0,511.0,147.0,190.0,1.8,390.0,2020,8.97,122.50788373369495,Unsuitable,222.10240103313768,Unsuitable,236.9525447746508,
Sabarkantha,Bhadreshwar(Daramli),7.74,2470.0,1654.9,460.0,72.0,68.0,364.0,1.57,0.0,634.0,355.0,44.0,179.0,1.9,520.0,2020,7.38,124.42201602274343,Unsuitable,179.27954156266978,Unsuitable,158.25618443731332,
Sabarkantha,Virpur2,7.86,1910.0,1279.7,290.0,68.0,29.0,338.0,3.59,0.0,354.0,341.0,64.0,180.0,2.2,290.0,2020,8.63,133.9877266232197,Unsuitable,148.50887286346563,Unsuitable,287.36377825616796,
Sabarkantha,Sabalwad,7.64,1186.0,794.62,370.0,108.0,24.0,117.0,1.14,0.0,342.0,121.0,76.0,128.0,2.3,281.0,2020,2.64,136.5017852965623,Unsuitable,117.10942501134252,Unsuitable,211.0818249677339,
Sabarkantha,Chandap_DW,7.76,1754.0,1175.18,530.0,148.0,39.0,180.0,5.17,0.0,329.0,376.0,50.0,125.0,1.0,270.0,2020,3.4,74.29378767753835,Poor,148.9249593434913,Unsuitable,108.19802494461331,
Sabarkantha,Vadali,7.73,1155.0,773.85,350.0,112.0,17.0,102.0,3.45,0.0,244.0,156.0,95.0,86.0,1.4,200.0,2020,2.37,91.25003191054287,Very Poor,114.19773152386844,Unsuitable,138.2930934656968,
Sabarkantha,Silwad,7.6,4722.0,3163.74,1260.0,208.0,180.0,516.0,13.98,0.0,561.0,1264.0,91.0,135.0,1.2,460.0,2020,6.32,112.4332099779122,Unsuitable,367.7525375084298,Unsuitable,514.1084190981242,
Sabarkantha,Khedbramha_1,7.65,3750.0,2512.5,1260.0,384.0,73.0,292.0,2.36,0.0,256.0,966.0,135.0,126.0,1.2,210.0,2020,3.58,101.52644957231844,Unsuitable,313.23594757861594,Unsuitable,351.4128937954702,
Sabarkantha,Matoda,7.5,3071.0,2057.57,820.0,240.0,54.0,317.0,24.3,0.0,390.0,738.0,68.0,159.0,0.64,320.0,2020,4.81,61.76134919960792,Poor,232.89975688913208,Unsuitable,396.80184402762546,
Sabarkantha,Hingatiya,7.69,2306.0,1545.02,640.0,112.0,88.0,251.0,7.65,0.0,464.0,398.0,43.0,139.0,2.28,381.0,2020,4.31,145.42855925616848,Unsuitable,186.1869123931233,Unsuitable,188.75991371021723,
Sabarkantha,Poshina2,7.71,1320.0,884.4,450.0,108.0,44.0,113.0,3.5,0.0,488.0,128.0,42.0,110.0,1.29,400.0,2020,2.32,87.77744950774398,Very Poor,118.30177895764676,Unsuitable,15.56251843453002,Poor
Sabarkantha,Idar,8.1,1565.0,1048.55,390.0,84.0,44.0,209.0,4.76,0.0,549.0,199.0,35.0,99.0,2.33,450.0,2020,4.6,143.8350718225229,Unsuitable,133.12207449530862,Unsuitable,158.2791247448796,
