DISTRICT,LOCATION,PH,EC,TDS,TH,CA,MG,NA,K,CO3,HCO3,CL,NO3,SO4,F,ALK,YEAR,SAR,WQI,WQI_CLASSIF,EWQI,EWQI_CLASSIF,CCME-WQI,CCME-WQI_CLASSIF
Dohad,Sukhsar,8.0,706.0,473.02,220.0,64.0,14.0,63.0,1.5,0.0,195.0,57.0,56.0,64.0,1.35,160.0,2018,1.85,86.27744998294571,Very Poor,76.44898868622784,Very Poor,308.4122803634179,
Dohad,Tokarba,7.71,951.0,637.17,260.0,40.0,38.0,100.0,3.0,0.0,305.0,149.0,11.0,2.0,1.45,250.0,2018,2.7,89.91833526146031,Very Poor,79.75541475822386,Very Poor,73.4114686063754,Fair
Dohad,Varamkheda,7.81,858.0,574.86,330.0,88.0,26.0,60.0,1.8,0.0,244.0,57.0,54.0,125.0,1.61,200.0,2018,1.44,100.41701902959495,Unsuitable,91.8719095914262,Very Poor,211.0038550670182,
Gandhinagar,Paliya,8.79,2179.0,1459.93,580.0,51.0,108.0,220.0,2.3,96.0,220.0,326.0,16.0,228.0,0.52,340.0,2018,3.97,65.3283239791441,Poor,175.05006009387347,Unsuitable,236.7205087379304,
Gandhinagar,Serthapara1,7.69,4718.0,3161.06,500.0,92.0,65.0,840.0,55.0,0.0,915.0,737.0,320.0,252.0,1.0,750.0,2018,16.33,99.65892912539698,Very Poor,348.93937719819127,Unsuitable,227.65092409662788,
Jamnagar,Ambardi,7.86,1500.0,1005.0,500.0,64.0,83.0,110.0,1.3,0.0,384.0,234.0,65.0,50.0,0.7,315.0,2018,2.14,64.2847011527368,Poor,137.98898074024913,Unsuitable,194.50261979300666,
Jamnagar,Amran1,8.36,1262.0,845.54,200.0,24.0,34.0,194.0,2.6,48.0,256.0,142.0,5.0,126.0,0.88,290.0,2018,5.96,66.55340759230009,Poor,93.24737061268532,Very Poor,131.0634822248238,
Jamnagar,Balwa,8.12,1265.0,847.55,430.0,132.0,24.0,89.0,4.6,0.0,323.0,213.0,48.0,26.0,0.27,265.0,2018,1.87,36.88860818456372,Good,111.5345625720115,Unsuitable,194.5363009880857,
Jamnagar,Bed1,7.66,2577.0,1726.59,1100.0,220.0,134.0,132.0,0.4,0.0,311.0,482.0,170.0,205.0,0.16,255.0,2018,1.73,53.135832648678544,Poor,257.3033117874666,Unsuitable,351.35955944994697,
Jamnagar,Bedanpur,7.71,3380.0,2264.6,1395.0,280.0,169.0,134.0,0.5,0.0,244.0,957.0,100.0,55.0,0.39,200.0,2018,1.56,68.55416457213629,Poor,306.2011991394117,Unsuitable,477.75437910939127,
Jamnagar,Bhogat1,8.03,1050.0,703.5,170.0,24.0,27.0,157.0,4.3,0.0,73.0,305.0,13.0,24.0,0.73,60.0,2018,5.24,53.53437078817261,Poor,81.88024354885512,Very Poor,246.61609025431483,
Jamnagar,Changa,8.03,2924.0,1959.08,1195.0,242.0,143.0,118.0,4.4,0.0,439.0,511.0,43.0,330.0,0.17,360.0,2018,1.48,53.08548872596256,Poor,254.2990173030308,Unsuitable,269.9478922852672,
Jamnagar,Dhrol2,8.0,895.0,599.65,290.0,48.0,41.0,70.0,3.7,0.0,214.0,167.0,16.0,25.0,0.61,175.0,2018,1.79,50.21915055202879,Poor,80.99750681232,Very Poor,188.82980544463254,
Jamnagar,Dudhai2,8.34,750.0,502.5,120.0,40.0,5.0,115.0,1.8,24.0,171.0,92.0,8.0,52.0,0.55,180.0,2018,4.56,44.58866490659887,Good,59.500889742007885,Poor,304.41001533168406,
Jamnagar,Dwarka,7.87,4062.0,2721.54,1055.0,160.0,159.0,434.0,31.0,0.0,415.0,1000.0,100.0,195.0,0.41,340.0,2018,5.81,69.2268285813158,Poor,318.5601824333394,Unsuitable,397.02059933223825,
Jamnagar,Gordhanpur,8.32,1020.0,683.4,220.0,24.0,39.0,130.0,1.7,18.0,262.0,160.0,7.0,25.0,0.57,245.0,2018,3.81,50.42787089745246,Poor,81.95667158200607,Very Poor,131.16962378964053,
Jamnagar,Haripur2,7.83,1160.0,777.2,420.0,92.0,46.0,71.0,2.6,0.0,238.0,149.0,150.0,50.0,0.62,195.0,2018,1.51,58.96616691006269,Poor,132.19309402083093,Unsuitable,194.7871607667152,
Jamnagar,Jamnagar2,8.18,791.0,529.97,170.0,36.0,19.0,102.0,0.7,0.0,134.0,177.0,9.0,23.0,0.32,110.0,2018,3.4,32.919810009537144,Good,65.1915801339251,Poor,304.3810858084181,
Jamnagar,Juvanpur,8.47,1750.0,1172.5,320.0,36.0,56.0,250.0,3.6,18.0,311.0,252.0,17.0,205.0,0.57,285.0,2018,6.08,56.64836076091888,Poor,130.84032093236144,Unsuitable,82.65706103573098,Good
Jamnagar,Kajuda,7.9,3925.0,2629.75,1160.0,180.0,173.0,371.0,2.4,0.0,927.0,716.0,14.0,162.0,0.38,760.0,2018,4.74,68.00805704987465,Poor,292.0807064199324,Unsuitable,396.9681575942286,
Jamnagar,Kalyanpur,8.03,1330.0,891.0,330.0,44.0,54.0,153.0,0.7,0.0,268.0,227.0,70.0,65.0,0.38,220.0,2018,3.66,44.613244634525145,Good,118.33409390305584,Unsuitable,194.57676890377246,
Jamnagar,Kalyanpur2,8.22,6452.0,4322.84,1275.0,220.0,176.0,899.0,3.6,0.0,500.0,1709.0,65.0,345.0,1.17,410.0,2018,10.95,117.8708667117032,Unsuitable,453.24075797290783,Unsuitable,472.0511233188205,
Jamnagar,Khirsara,7.93,1336.0,895.12,430.0,116.0,34.0,107.0,0.7,0.0,353.0,219.0,65.0,25.0,0.41,289.0,2018,2.24,44.4769480159085,Good,119.23935493531454,Unsuitable,138.22496550491493,
Jamnagar,Lalpur1,7.93,1250.0,837.5,340.0,84.0,32.0,130.0,0.6,0.0,244.0,220.0,80.0,50.0,0.31,200.0,2018,3.07,38.46626378002298,Good,113.57864223046508,Unsuitable,138.26959861866965,
Jamnagar,Mojap,7.97,8760.0,5869.2,1095.0,160.0,169.0,1368.0,224.0,0.0,293.0,1922.0,130.0,1250.0,0.9,240.0,2018,17.97,107.07743407610512,Unsuitable,574.6772660034042,Unsuitable,514.5641586824091,
Jamnagar,Mota kalawad,8.02,4352.0,2915.84,1810.0,360.0,221.0,165.0,2.0,0.0,134.0,1319.0,85.0,126.0,0.47,110.0,2018,1.69,84.65104144355364,Very Poor,388.7551788420093,Unsuitable,605.2419476041512,
Jamnagar,Moti matli,8.02,1570.0,1051.9,530.0,56.0,95.0,120.0,1.5,0.0,287.0,220.0,37.0,201.0,0.68,235.0,2018,2.27,64.23209493603818,Poor,141.59420491147512,Unsuitable,138.08241363276036,
Jamnagar,Salaya,6.67,1625.0,1088.75,510.0,28.0,107.0,132.0,8.9,0.0,433.0,191.0,72.0,122.0,0.46,355.0,2018,2.54,44.7395000074509,Good,136.99430457624305,Unsuitable,339.8436500790521,
Jamnagar,Samrasar1,7.6,26580.0,17808.6,3885.0,840.0,434.0,4300.0,15.2,0.0,342.0,7347.0,9.0,2490.0,1.12,280.0,2018,29.99,195.3917621375138,Unsuitable,1654.5940522381247,Unsuitable,473.494406676719,
Jamnagar,Seth vadala,7.87,1600.0,1072.0,570.0,72.0,95.0,105.0,0.4,0.0,390.0,252.0,105.0,41.0,0.22,320.0,2018,1.91,44.26728856833468,Good,156.13697673538562,Unsuitable,211.16974801502636,
Jamnagar,Toda,8.02,870.0,582.9,280.0,52.0,36.0,70.0,1.3,0.0,214.0,110.0,120.0,5.0,0.54,175.0,2018,1.82,51.96714553591831,Poor,102.21792966492292,Unsuitable,251.54765118384563,
Jamnagar,Vad panchasara,7.96,620.0,415.4,220.0,44.0,27.0,40.0,2.2,0.0,140.0,113.0,10.0,24.0,0.39,115.0,2018,1.17,35.489496286141005,Good,59.20126704865196,Poor,304.36091911843914,
Jamnagar,Vadtara,8.01,1082.0,724.94,360.0,68.0,46.0,83.0,0.8,0.0,336.0,110.0,40.0,75.0,0.4,275.0,2018,1.9,43.17713247863248,Good,98.49041001704204,Very Poor,131.10035941104871,
Jamnagar,Varwada,7.59,8010.0,5366.7,1885.0,280.0,288.0,953.0,4.7,0.0,354.0,2319.0,65.0,343.0,0.23,290.0,2018,9.54,83.03843338234368,Very Poor,574.2411388496342,Unsuitable,514.544828433754,
Jamnagar,Vijarkha,8.05,870.0,582.9,300.0,20.0,61.0,62.0,0.5,0.0,140.0,177.0,5.0,65.0,0.39,115.0,2018,1.56,40.46154775860414,Good,81.033748472542,Very Poor,188.91249027712286,
Jamnagar,Vinjhalpur,7.55,2130.0,1427.1,810.0,140.0,112.0,116.0,1.7,0.0,354.0,376.0,80.0,175.0,0.39,290.0,2018,1.77,53.392311227345125,Poor,192.731552982905,Unsuitable,316.47405728553747,
Junagadh,Ajotha,7.85,1540.0,1031.8,580.0,140.0,56.0,85.0,1.7,0.0,293.0,298.0,50.0,65.0,0.859,240.0,2018,1.53,69.23245848193736,Poor,139.8490854948286,Unsuitable,158.24755585077247,
Junagadh,Alwani,8.24,960.0,643.2,320.0,56.0,44.0,75.0,0.9,0.0,329.0,57.0,2.0,125.0,0.348,270.0,2018,1.82,39.70360825493333,Good,83.08784970800407,Very Poor,131.12524898131804,
Junagadh,Amervel Nes,7.69,915.0,613.05,335.0,104.0,18.0,58.0,0.5,0.0,342.0,50.0,1.0,105.0,0.354,280.0,2018,1.38,32.70169001695494,Good,72.89396070142465,Poor,131.16587655662536,
Junagadh,Anandpur,7.95,1752.0,1173.84,670.0,160.0,65.0,92.0,0.5,0.0,122.0,454.0,60.0,81.0,0.43,100.0,2018,1.55,50.103203032019,Poor,160.9102441650245,Unsuitable,287.4368012949891,
Junagadh,Ankolvadi,7.57,975.0,653.25,350.0,108.0,19.0,63.0,1.2,0.0,317.0,92.0,21.0,77.0,0.486,260.0,2018,1.46,39.61711763230313,Good,81.16452819594303,Very Poor,131.1363852129392,
Junagadh,Arena,7.6,9890.0,6626.3,2505.0,744.0,156.0,1089.0,31.0,0.0,250.0,2915.0,60.0,525.0,0.03,205.0,2018,9.46,69.45332923533913,Poor,690.7922258630252,Unsuitable,596.1609784147763,
Junagadh,Bamanwara,7.49,9200.0,6164.0,3905.0,1080.0,293.0,310.0,3.3,0.0,110.0,3128.0,90.0,25.0,0.11,90.0,2018,2.16,97.78737072690966,Very Poor,766.8671728125032,Unsuitable,605.8919275456311,
Junagadh,Bantva,8.08,2760.0,1849.2,130.0,40.0,7.0,572.0,4.8,0.0,439.0,621.0,27.0,115.0,0.45,360.0,2018,21.81,43.7372631359342,Good,161.0796214445226,Unsuitable,251.46304107022956,
Junagadh,Bhim Deval,7.79,1066.0,714.22,340.0,128.0,5.0,89.0,2.9,0.0,177.0,106.0,40.0,200.0,0.856,145.0,2018,2.1,59.481276549207394,Poor,94.00439885965764,Very Poor,131.09343519012342,
Junagadh,Budhecha,7.84,1547.0,1036.49,240.0,62.0,20.0,240.0,4.4,0.0,244.0,358.0,39.0,35.0,0.39,200.0,2018,6.74,37.93745241607804,Good,110.72256607349443,Unsuitable,194.53158663345044,
Junagadh,Chokli,6.33,2010.0,1346.7,460.0,48.0,83.0,248.0,1.1,0.0,317.0,447.0,105.0,25.0,0.52,260.0,2018,5.03,43.95429204045341,Good,156.58516792589333,Unsuitable,265.41511411490734,
Junagadh,Girgadhada,7.86,793.0,531.31,290.0,92.0,15.0,49.0,0.6,0.0,305.0,71.0,44.0,10.0,0.382,250.0,2018,1.25,36.844524241084585,Good,75.41311563828965,Very Poor,131.24110310780824,
Junagadh,Goraj1,8.48,850.0,569.5,130.0,20.0,19.0,135.0,3.1,18.0,207.0,128.0,39.0,15.0,0.89,200.0,2018,5.15,66.48352171688572,Poor,76.68344476086214,Very Poor,246.63806667527808,
Junagadh,Govindpura2,8.2,760.0,509.2,250.0,96.0,2.0,61.0,2.1,0.0,159.0,71.0,16.0,135.0,0.79,130.0,2018,1.68,56.59742384353774,Poor,70.55249528527018,Poor,188.8859762741638,
Junagadh,Jambur[madhapar,7.55,1089.0,729.63,390.0,96.0,36.0,70.0,0.9,0.0,342.0,78.0,9.0,140.0,0.395,280.0,2018,1.54,36.51372261049682,Good,87.99271569803734,Very Poor,73.3640767143255,Fair
Junagadh,Jamvala1,8.05,810.0,542.7,280.0,76.0,22.0,59.0,1.0,0.0,256.0,64.0,4.0,100.0,0.53,210.0,2018,1.53,44.19737230815593,Good,70.71235032337943,Poor,131.11485271525515,
Junagadh,Jargla Jargali,8.34,791.0,529.97,260.0,68.0,22.0,63.0,0.9,24.0,122.0,78.0,8.0,135.0,0.743,140.0,2018,1.7,57.12958144908388,Poor,74.32184776129277,Poor,246.52750517708563,
Junagadh,Junagadh1,7.65,1030.0,690.1,370.0,88.0,36.0,67.0,1.8,0.0,189.0,170.0,110.0,25.0,0.3,155.0,2018,1.51,36.9821859529037,Good,109.35630225519482,Unsuitable,194.73957242356943,
Junagadh,Juthal,8.04,740.0,495.8,290.0,60.0,34.0,35.0,2.4,0.0,220.0,60.0,13.0,90.0,0.41,180.0,2018,0.89,39.38603077386687,Good,71.06857571385183,Poor,246.55479835046128,
Junagadh,Kanedipur,7.85,716.0,479.72,300.0,60.0,36.0,23.0,0.1,0.0,252.0,78.0,10.0,20.0,0.0,207.0,2018,0.58,17.097898634664226,Excellent,65.28154903730189,Poor,188.9250639954284,
Junagadh,Kansari,7.28,1990.0,1333.3,490.0,156.0,24.0,220.0,15.8,0.0,598.0,206.0,65.0,151.0,0.962,490.0,2018,4.32,68.92862934097631,Poor,147.59788545894477,Unsuitable,265.2194982933282,
Junagadh,Kasia Naka Check Post,8.14,750.0,502.5,250.0,60.0,24.0,58.0,0.1,0.0,244.0,78.0,10.0,54.0,0.426,200.0,2018,1.59,39.74352073999013,Good,67.6844052422684,Poor,188.8677414807779,
Junagadh,Kesariyaji,7.91,860.0,576.2,250.0,100.0,0.0,80.0,5.4,0.0,329.0,71.0,20.0,43.0,1.235,270.0,2018,2.2,77.67866637194226,Very Poor,72.842548788897,Poor,73.54006217019503,Fair
Junagadh,Khambalia1,7.84,4350.0,2914.5,1200.0,330.0,89.0,355.0,166.0,0.0,134.0,1355.0,26.0,135.0,0.0,110.0,2018,4.46,37.8860556019167,Good,317.5884558172917,Unsuitable,445.07944841092126,
Junagadh,Khorada1,8.17,1350.0,904.5,320.0,88.0,24.0,140.0,36.0,0.0,342.0,227.0,10.0,60.0,0.0,280.0,2018,3.4,20.80597864241317,Excellent,99.31817440850136,Very Poor,131.11648357758088,
Junagadh,Khoras ahir,7.79,1470.0,984.9,580.0,152.0,48.0,70.0,1.7,0.0,439.0,219.0,37.0,35.0,0.0,30.0,2018,1.26,21.716528518728243,Excellent,117.76285110812614,Unsuitable,131.2436342905618,
Junagadh,Kodinar1,7.83,2488.0,1666.96,700.0,132.0,90.0,248.0,1.1,0.0,403.0,539.0,47.0,110.0,1.088,330.0,2018,4.08,87.29112001245129,Very Poor,198.31694568610183,Unsuitable,188.7498546435462,
Junagadh,Manketara,8.11,1010.0,676.7,330.0,76.0,34.0,80.0,3.2,0.0,268.0,135.0,50.0,52.0,0.54,220.0,2018,1.91,49.80313897250453,Good,96.2516609816888,Very Poor,138.18921717910013,
Junagadh,Mendarda1,7.86,1420.0,951.4,570.0,80.0,89.0,63.0,1.6,0.0,220.0,269.0,50.0,105.0,0.07,180.0,2018,1.15,31.681514304069516,Good,135.0089632080365,Unsuitable,138.16946142212558,
Junagadh,Moraj,7.8,1250.0,837.5,290.0,108.0,5.0,150.0,0.3,0.0,305.0,213.0,24.0,48.0,1.141,250.0,2018,3.83,73.63741605320935,Poor,95.3380845372958,Very Poor,73.38980444828911,Fair
Junagadh,Patla,7.71,725.0,485.75,230.0,56.0,22.0,59.0,1.2,0.0,165.0,142.0,12.0,15.0,0.48,135.0,2018,1.69,37.88513502270041,Good,62.698180884104936,Poor,304.3220202577705,
Junagadh,Prasli,8.18,878.0,588.26,220.0,60.0,17.0,97.0,7.4,0.0,256.0,121.0,22.0,40.0,1.392,210.0,2018,2.84,89.09948737983356,Very Poor,78.73539706839306,Very Poor,131.11037019831664,
Junagadh,Prempara,7.66,2475.0,1658.25,910.0,124.0,146.0,155.0,1.0,0.0,329.0,142.0,100.0,655.0,0.524,270.0,2018,2.23,67.15373722584833,Poor,228.43496641210103,Unsuitable,396.9434250759127,
Junagadh,Samter,7.98,1890.0,1266.3,420.0,108.0,36.0,236.0,6.2,0.0,488.0,163.0,47.0,260.0,0.55,400.0,2018,5.01,53.03174009113278,Poor,142.02679441251047,Unsuitable,158.2600225261379,
Junagadh,Saradiya,8.12,1960.0,1313.2,420.0,64.0,63.0,260.0,2.4,0.0,342.0,447.0,25.0,48.0,0.47,280.0,2018,5.52,50.79528543564575,Poor,146.5813747139826,Unsuitable,138.18559782371506,
Junagadh,Seriakhan,7.92,1180.0,790.6,410.0,84.0,48.0,82.0,2.0,0.0,281.0,99.0,43.0,177.0,0.46,230.0,2018,1.76,46.16356859959533,Good,107.88668737293972,Unsuitable,73.31162637974487,Fair
Junagadh,Shardagram,7.63,9610.0,6438.7,2255.0,484.0,254.0,1167.0,7.5,0.0,244.0,3074.0,81.0,195.0,0.01,200.0,2018,10.68,75.99017457455368,Very Poor,679.3429853787136,Unsuitable,559.2425571073416,
Junagadh,Sil,8.14,578.0,387.26,230.0,64.0,17.2,26.0,16.0,0.0,183.0,74.0,12.0,20.0,0.42,150.0,2018,0.75,38.05038256390389,Good,57.99805092171356,Poor,304.369754687133,
Junagadh,Sil bandar,7.78,7822.0,5240.74,2005.0,422.0,231.0,875.0,33.0,0.0,195.0,2628.0,43.0,57.0,0.45,160.0,2018,8.5,89.21549645999528,Very Poor,567.2774473786563,Unsuitable,525.3380940988565,
Junagadh,Talala1,7.53,1400.0,938.0,390.0,124.0,19.0,140.0,0.5,0.0,366.0,106.0,29.0,215.0,0.552,300.0,2018,3.08,44.59342913533151,Good,106.58146300808848,Unsuitable,73.33133462394056,Fair
Junagadh,Una2,8.35,3022.0,2024.74,590.0,68.0,102.0,425.0,3.5,54.0,403.0,560.0,27.0,275.0,1.455,420.0,2018,7.61,111.2615602330641,Unsuitable,221.2510420877095,Unsuitable,188.73454072810262,
Kachchh,Bambhdai,8.24,6916.0,4633.72,1400.0,500.0,36.0,961.0,5.7,0.0,183.0,2130.0,2.0,280.0,1.1,150.0,2018,11.17,98.27042311500549,Very Poor,455.4848435700824,Unsuitable,351.69889550501415,
Kachchh,Bhadreshwar,8.23,2625.0,1758.75,920.0,192.0,107.0,181.0,12.4,0.0,244.0,639.0,16.0,179.0,0.4,200.0,2018,2.59,57.375153964540345,Poor,216.34186308591651,Unsuitable,236.78302713049612,
Kachchh,Bhuj1,8.28,811.0,543.37,290.0,100.0,10.0,60.0,11.5,0.0,171.0,121.0,14.0,91.0,0.7,140.0,2018,1.53,53.94382721945711,Poor,76.58936393434678,Very Poor,188.8596596642695,
Kachchh,Deshalpur rapar,8.01,5172.0,3465.24,1350.0,280.0,158.0,557.0,35.7,0.0,146.0,1278.0,31.0,565.0,0.7,120.0,2018,6.59,84.89737724065077,Very Poor,382.0646611779466,Unsuitable,558.6693823055841,
Kachchh,Devisar,8.17,3973.0,2661.91,760.0,104.0,122.0,553.0,13.0,0.0,232.0,994.0,4.0,332.0,1.15,190.0,2018,8.72,96.73441454729996,Very Poor,276.1419911066988,Unsuitable,269.8516175468244,
Kachchh,Dunai,8.01,1144.0,766.48,360.0,60.0,51.0,102.0,2.6,0.0,281.0,156.0,7.0,115.0,1.15,230.0,2018,2.34,79.6740368438656,Very Poor,98.967490575692,Very Poor,73.27709619619586,Fair
Kachchh,Gandhidham1,8.44,2367.0,1585.89,580.0,136.0,58.0,280.0,30.6,54.0,329.0,497.0,60.0,65.0,1.2,360.0,2018,5.05,94.94370883626898,Very Poor,188.98757832081216,Unsuitable,108.29985406666157,
Kachchh,Haboi,8.92,1201.0,804.67,300.0,56.0,39.0,140.0,9.9,30.0,122.0,199.0,8.0,153.0,1.53,150.0,2018,3.51,105.03375626206632,Unsuitable,108.14895896257056,Unsuitable,265.191465100632,
Kachchh,Kharai_1,8.28,1084.0,726.28,290.0,60.0,34.0,106.0,19.5,0.0,122.0,170.0,12.0,160.0,0.45,100.0,2018,2.71,43.65923129576094,Good,91.24421921107174,Very Poor,188.79450325481776,
Kachchh,Kharoi,7.83,1290.0,864.3,460.0,72.0,68.0,94.0,5.4,0.0,183.0,256.0,1.0,141.0,0.28,150.0,2018,1.91,35.963102744579885,Good,109.66996959575988,Unsuitable,131.02804251052103,
Kachchh,Khavada,7.78,3810.0,2552.7,700.0,112.0,102.0,554.0,17.5,0.0,232.0,838.0,13.0,486.0,0.28,190.0,2018,9.1,47.00480383439798,Good,257.97099801974485,Unsuitable,396.8231563639012,
Kachchh,Kotada,8.1,3256.0,2181.52,580.0,104.0,78.0,463.0,5.5,0.0,195.0,767.0,4.0,313.0,0.75,160.0,2018,8.36,68.39167494875437,Poor,220.74288107062887,Unsuitable,158.32345068251198,
Kachchh,Kotadi,8.77,2234.0,1496.78,300.0,40.0,49.0,366.0,2.0,54.0,305.0,355.0,64.0,182.0,2.9,340.0,2018,9.19,180.4290517208265,Unsuitable,175.01465764645644,Unsuitable,316.47674886300945,
Kachchh,Kotaya,8.56,1835.0,1229.45,250.0,36.0,39.0,316.0,3.3,36.0,415.0,305.0,18.0,78.0,2.2,400.0,2018,8.69,138.74272781122409,Unsuitable,135.19308490448304,Unsuitable,236.76047134578687,
Kachchh,Kothara,8.05,3558.0,2383.86,580.0,128.0,63.0,524.0,39.1,0.0,110.0,852.0,10.0,387.0,0.25,90.0,2018,9.46,41.6772033317107,Good,233.4924275306227,Unsuitable,158.48177755561613,
Kachchh,Kuda,8.19,893.0,598.31,270.0,40.0,41.0,89.0,5.4,0.0,207.0,135.0,7.0,87.0,1.8,170.0,2018,2.35,111.528951449117,Unsuitable,85.14591469609908,Very Poor,194.51708509366523,
Kachchh,Lakhpat1,8.1,1571.0,1052.57,510.0,72.0,80.0,134.0,6.7,0.0,146.0,291.0,10.0,246.0,0.45,120.0,2018,2.58,49.47566146511159,Good,134.44790519661433,Unsuitable,138.1065881013205,
Kachchh,Lilpur,7.99,5744.0,3848.48,1650.0,320.0,207.0,547.0,32.0,0.0,134.0,1349.0,20.0,752.0,1.15,110.0,2018,5.85,115.45594026697395,Unsuitable,435.2344189187374,Unsuitable,514.2895141646494,
Kachchh,Lodai,7.88,4335.0,2904.45,1140.0,112.0,209.0,449.0,24.0,0.0,268.0,852.0,5.0,646.0,0.75,220.0,2018,5.78,86.6320914879279,Very Poor,323.9480321032637,Unsuitable,351.3185989318797,
Kachchh,Luni,8.42,2992.0,2004.64,600.0,128.0,68.0,387.0,17.6,42.0,281.0,724.0,46.0,66.0,0.5,300.0,2018,6.87,60.420592402732666,Poor,215.18934654513484,Unsuitable,236.79641413022415,
Kachchh,Mata no madh,8.12,945.0,633.15,290.0,72.0,27.0,98.0,7.0,0.0,171.0,156.0,24.0,114.0,0.8,140.0,2018,2.5,60.0144288762058,Poor,87.4955751200735,Very Poor,246.48526255863192,
Kachchh,Mau Moti_1,8.02,1567.0,1049.89,350.0,32.0,67.0,190.0,5.4,0.0,256.0,256.0,100.0,100.0,1.1,210.0,2018,4.42,84.47696683273892,Very Poor,142.53547283397558,Unsuitable,158.40504058335137,
Kachchh,Moti cher,8.18,669.0,448.23,250.0,48.0,32.0,36.0,13.7,0.0,159.0,128.0,4.0,11.0,0.25,130.0,2018,0.99,30.96610095388059,Good,63.61711004147704,Poor,246.640784174776,
Kachchh,Naliya1,8.4,1439.0,964.13,120.0,20.0,17.0,269.0,4.3,36.0,329.0,178.0,28.0,92.0,1.0,330.0,2018,10.68,72.50810467436263,Poor,100.0283933743647,Unsuitable,188.86807869313714,
Kachchh,Rapar2,7.94,3021.0,2024.07,960.0,144.0,146.0,242.0,35.9,0.0,134.0,596.0,46.0,466.0,1.0,110.0,2018,3.4,91.1529999296304,Very Poor,252.12487981747435,Unsuitable,432.4295512390595,
Kachchh,Ratanpur Khadir,7.83,2254.0,1510.18,360.0,80.0,39.0,335.0,14.9,0.0,146.0,511.0,1.0,226.0,0.9,120.0,2018,7.68,65.41560299791044,Poor,149.68184841782406,Unsuitable,82.64323638820426,Good
Kachchh,Samkhiari,7.93,4053.0,2715.51,780.0,96.0,132.0,561.0,17.6,0.0,256.0,1093.0,125.0,121.0,0.7,210.0,2018,8.73,79.79192581471436,Very Poor,305.5468749525552,Unsuitable,477.66810420467675,
Kachchh,Sedat,8.06,850.0,569.5,330.0,52.0,49.0,71.0,7.3,0.0,232.0,107.0,10.0,127.0,0.3,190.0,2018,1.7,35.991320489639946,Good,82.38734105199774,Very Poor,188.81949404210002,
Kachchh,Shinaya,7.7,6490.0,4348.3,800.0,280.0,24.0,1157.0,10.1,0.0,146.0,2201.0,4.0,44.0,0.7,120.0,2018,17.79,65.43920969974535,Poor,390.9033318552247,Unsuitable,494.941072725955,
Kachchh,Sukhpar,7.7,9368.0,6276.56,2000.0,400.0,243.0,1355.0,7.3,0.0,146.0,3018.0,120.0,396.0,1.9,120.0,2018,13.17,170.45797122959695,Unsuitable,678.450067538724,Unsuitable,596.1046335673044,
Kachchh,Suthri,8.55,1780.0,1192.6,120.0,20.0,17.0,278.0,4.4,18.0,220.0,320.0,4.0,44.0,3.0,210.0,2018,11.03,173.50982924196217,Unsuitable,117.1762590385108,Unsuitable,339.9343220356463,
Kachchh,Tera,8.86,3862.0,2587.54,200.0,32.0,29.0,781.0,9.0,36.0,317.0,938.0,24.0,199.0,4.2,320.0,2018,24.01,245.14827508220824,Unsuitable,245.4506232584082,Unsuitable,365.7731862823197,
Kachchh,Ugardi,8.54,3623.0,2427.41,620.0,104.0,68.0,545.0,6.3,12.0,98.0,1008.0,15.0,241.0,0.45,100.0,2018,9.52,56.85533265530155,Poor,244.9365447323333,Unsuitable,396.8023246876118,
Kachchh,Vinjhan1,8.0,620.0,415.4,180.0,40.0,19.0,55.0,9.4,0.0,207.0,57.0,5.0,40.0,1.05,170.0,2018,1.78,68.22269244015273,Poor,56.35965791600945,Poor,304.32916099550135,
Kheda,Alina,7.59,12460.0,8348.2,2750.0,540.0,341.0,1730.0,33.5,0.0,134.0,4325.0,8.0,203.0,1.55,110.0,2018,14.34,167.74208941409444,Unsuitable,864.582947370972,Unsuitable,514.9549131056855,
Kheda,Alindra,7.95,2523.0,1690.41,700.0,200.0,48.0,287.0,9.3,0.0,268.0,567.0,130.0,180.0,0.64,220.0,2018,4.72,65.7512822640466,Poor,217.34076849529944,Unsuitable,236.91107253957597,
Kheda,Balasinor1,8.23,642.0,430.14,250.0,56.0,26.0,40.0,1.6,0.0,98.0,106.0,24.0,80.0,0.92,80.0,2018,1.1,65.54113846253192,Poor,71.26387951557994,Poor,304.28772451039487,
Kheda,Bar,8.29,3255.0,2180.85,950.0,160.0,132.0,108.0,400.0,0.0,842.0,603.0,40.0,89.0,1.5,690.0,2018,1.52,122.04695427549116,Unsuitable,257.33636872265635,Unsuitable,351.09632555455784,
Kheda,Kalesar,8.21,1344.0,900.48,400.0,40.0,72.0,145.0,0.8,0.0,464.0,78.0,13.0,202.0,1.13,380.0,2018,3.15,84.56452154965444,Very Poor,116.38898795701796,Unsuitable,15.603630177475793,Poor
Kheda,Kheda,8.63,3775.0,2529.25,650.0,160.0,60.0,415.0,260.0,168.0,305.0,603.0,18.0,451.0,0.3,530.0,2018,7.08,53.64119247906298,Poor,250.56080771561724,Unsuitable,351.0823771393533,
Kheda,Ladvel,8.29,1699.0,1138.33,450.0,84.0,58.0,180.0,11.7,0.0,378.0,312.0,11.0,72.0,0.77,310.0,2018,3.69,66.22146872195565,Poor,133.0198492938328,Unsuitable,82.64323638820426,Good
