YEAR,WELL NO.,LOCATION,DISTRICT,TALUKA,SITE,HCO3,DATE,ALK,TDS,SO4,SAR,NO3,CO3,EC,ID,NA,TH,FE,CA,MG,CL,PH,K,F
2017,,Tundav,Vadodara,SAVLI,,329.0,,270.0,1178.0,19.0,,120.0,0.0,1758.0,560.0,144.0,480.0,0,52.0,84.0,284.0,8.18,71,0.38
2017,,Vega,Vadodara,DABHOI,,293.0,,240.0,808.0,4.0,,16.0,0.0,1206.0,561.0,140.0,320.0,0.004,48.0,48.0,256.0,8.18,22,0.37
2017,,Vejpur2,Vadodara,SAVLI,,610.0,,500.0,2943.0,438.0,,24.0,0.0,4392.0,562.0,364.0,1350.0,0,240.0,180.0,815.0,7.97,50,0.7
2017,,Waghach,Valsad,Naswadi,,244.0,,200.0,291.0,16.0,,2.0,0.0,434.0,563.0,13.0,210.0,0.378,48.0,22.0,14.0,7.79,0.4,0.12
2017,,Awadha,Valsad,DHARAMPUR,,342.0,,280.0,450.0,2.0,,5.0,0.0,672.0,564.0,73.0,180.0,0.093,36.0,22.0,36.0,7.75,0.3,0.15
2017,,Chavshala,Valsad,KAPRADA,,305.0,,250.0,445.0,0.0,,7.0,0.0,664.0,565.0,40.0,230.0,0.685,72.0,12.0,43.0,7.72,12.4,0.14
2017,,Dahli (bhilad),Valsad,UMBERGAON,,317.0,,260.0,516.0,24.0,,11.0,0.0,770.0,566.0,53.0,270.0,0.174,56.0,32.0,64.0,7.87,0.1,0.16
2017,,Dharampur 3,Valsad,DHARAMPUR,,329.0,,270.0,463.0,15.0,,6.0,0.0,691.0,569.0,33.0,300.0,0.234,68.0,32.0,57.0,7.66,0.6,0.24
2017,,Kanadu,Valsad,UMBERGAON,,256.0,,210.0,350.0,10.0,,2.0,0.0,522.0,570.0,38.0,180.0,0.198,40.0,19.0,28.0,8.05,0.5,0.47
2017,,Karwad,Valsad,PARDI,,427.0,,350.0,649.0,5.0,,8.0,0.0,968.0,571.0,99.0,250.0,0.116,52.0,29.0,71.0,7.99,10.8,0.65
2017,,Mandwa,Valsad,KAPRADA,,195.0,,160.0,313.0,6.0,,17.0,0.0,467.0,572.0,28.0,170.0,0.381,44.0,15.0,36.0,7.91,0.9,0.03
2017,,Muli1,Valsad,VALSAD,,268.0,,220.0,1273.0,127.0,,10.0,0.0,1900.0,573.0,230.0,460.0,0.712,136.0,29.0,419.0,8.04,1.6,0.63
2017,,Nanaponda,Valsad,KAPRADA,,268.0,,220.0,1016.0,119.0,,11.0,0.0,1516.0,574.0,165.0,400.0,0.061,132.0,19.0,284.0,7.44,0.6,0.2
2017,,Tumb,Valsad,UMBERGAON,,366.0,,300.0,579.0,23.0,,9.0,0.0,864.0,575.0,90.0,240.0,0.06,36.0,36.0,71.0,7.97,0.8,1.0
2017,,Udwada,Valsad,PARDI,,317.0,,260.0,730.0,21.0,,36.0,0.0,1090.0,576.0,99.0,340.0,0.623,68.0,41.0,171.0,7.71,1.3,0.25
2017,,Umargaon,Valsad,UMBERGAON,,415.0,,340.0,664.0,13.0,,18.0,0.0,991.0,577.0,106.0,270.0,0.15,44.0,39.0,92.0,8,5.3,0.23
2017,,Vapi ( Balitha),Valsad,PARDI,,159.0,,130.0,433.0,105.0,,17.0,0.0,646.0,578.0,53.0,210.0,0.313,56.0,19.0,50.0,7.94,1.1,0.22
2018,,Ayodhyapuram,Ahmedabad,,,671.0,,770.0,1604.0,119.0,16.7,26.0,132.0,2394.0,,475.0,240.0,,32.0,39.0,284.0,8.54,7.9,1.8
2018,,Barvala,Ahmedabad,,,830.0,,960.0,3852.0,860.0,20.0,19.0,168.0,5749.0,,1198.0,380.0,,40.0,68.0,767.0,8.52,0.3,1.8
2018,,Dalod,Ahmedabad,,,1025.0,,1173.0,14057.0,557.0,11.6,78.0,200.0,20980.0,,2016.0,5750.0,,200.0,1277.0,6000.0,8.5,63.0,3.5
2018,,Devaliya,Ahmedabad,,,524.0,,430.0,1754.0,236.0,14.2,43.0,0.0,2618.0,,525.0,160.0,,24.0,24.0,412.0,8.23,1.4,0.88
2018,,Dhandhuka,Ahmedabad,,,1232.0,,1010.0,9601.0,906.0,38.7,1058.0,0.0,14330.0,,3025.0,1550.0,,120.0,304.0,3124.0,8.19,20.0,5.0
2018,,Endla,Ahmedabad,,,354.0,,290.0,506.0,16.0,1.2,16.0,0.0,755.0,,45.0,270.0,,52.0,34.0,50.0,8.03,10.0,0.52
2018,,Ghuma,Ahmedabad,,,817.0,,670.0,2844.0,342.0,7.5,43.0,0.0,4245.0,,474.0,750.0,,108.0,117.0,717.0,7.57,200.0,0.75
2018,,Kundal,Ahmedabad,,,427.0,,350.0,1307.0,188.0,11.4,2.0,0.0,1951.0,,363.0,190.0,,36.0,24.0,298.0,7.96,1.48,1.53
2018,,Rajpara,Ahmedabad,,,244.0,,200.0,455.0,25.0,15.1,23.0,0.0,679.0,,70.0,180.0,,28.0,27.0,64.0,7.98,0.5,0.65
2018,,Tagadi,Ahmedabad,,,500.0,,410.0,2298.0,394.0,33.6,85.0,0.0,3430.0,,380.0,800.0,,144.0,107.0,515.0,8.12,30.0,0.73
2018,,Vallabipur,Ahmedabad,,,976.0,,800.0,4586.0,594.0,30.1,9.6,0.0,6845.0,,1310.0,800.0,,100.0,134.0,1740.0,8.3,1.3,1.7
2018,,Ankadia Mota,Amreli,,,403.0,,330.0,704.0,31.0,18.4,72.0,0.0,1051.0,,118.0,280.0,,40.0,44.0,78.0,8.12,0.7,0.41
2018,,Bagasara,Amreli,,,366.0,,300.0,1884.0,205.0,31.8,158.0,0.0,2812.0,,274.0,820.0,,120.0,126.0,540.0,7.82,0.9,0.5
2018,,Bhavardi,Amreli,,,573.0,,470.0,918.0,60.0,29.1,18.0,0.0,1370.0,,93.0,500.0,,108.0,56.0,128.0,7.94,7.4,0.39
2018,,Bherai,Amreli,,,573.0,,470.0,2413.0,104.0,28.3,8.0,0.0,3602.0,,489.0,740.0,,64.0,129.0,852.0,8.14,30.0,0.45
2018,,Bhuva,Amreli,,,952.0,,780.0,7015.0,607.0,33.2,180.0,0.0,10470.0,,2030.0,1100.0,,100.0,207.0,2840.0,8.09,115.0,1.2
2018,,Chalala,Amreli,,,451.0,,370.0,3088.0,124.0,37.9,183.0,0.0,4609.0,,463.0,1300.0,,152.0,223.0,1108.0,7.57,0.5,0.15
2018,,Chavand,Amreli,,,293.0,,240.0,393.0,25.0,16.9,10.0,0.0,587.0,,64.0,190.0,,36.0,24.0,36.0,8.05,0.3,0.32
2018,,Govadka,Amreli,,,354.0,,290.0,1836.0,191.0,27.9,131.0,0.0,2740.0,,350.0,680.0,,88.0,112.0,568.0,7.91,0.9,0.45
2018,,Hippavadli,Amreli,,,805.0,,940.0,1529.0,34.0,12.4,34.0,168.0,2282.0,,465.0,140.0,,16.0,24.0,99.0,9.11,4.8,1.4
2018,,Kadiyali,Amreli,,,586.0,,480.0,3234.0,64.0,46.4,23.0,0.0,4827.0,,697.0,880.0,,240.0,68.0,1278.0,7.87,11.0,1.3
2018,,Kerala,Amreli,,,500.0,,410.0,1071.0,32.0,15.8,25.0,0.0,1599.0,,304.0,170.0,,32.0,22.0,263.0,8.06,0.9,0.25
2018,,Khambha,Amreli,,,366.0,,300.0,675.0,40.0,20.7,103.0,0.0,1008.0,,89.0,350.0,,52.0,54.0,85.0,7.76,0.4,0.24
2018,,Kunkvav,Amreli,,,293.0,,240.0,874.0,60.0,26.2,32.0,0.0,1305.0,,103.0,430.0,,88.0,51.0,227.0,7.99,1.2,0.45
2018,,Lathi,Amreli,,,573.0,,470.0,1172.0,65.0,21.1,14.0,0.0,1749.0,,251.0,420.0,,44.0,75.0,284.0,7.8,0.6,0.36
2018,,Luvaria,Amreli,,,488.0,,400.0,624.0,9.0,8.3,9.5,0.0,931.0,,184.0,60.0,,8.0,10.0,28.0,8.22,0.4,3.9
2018,,Mandal,Amreli,,,427.0,,350.0,1857.0,63.0,25.4,139.0,0.0,2772.0,,479.0,340.0,,80.0,34.0,596.0,7.99,4.2,0.76
2018,,Piyava,Amreli,,,708.0,,580.0,974.0,20.0,14.6,29.0,0.0,1454.0,,253.0,210.0,,20.0,39.0,92.0,8.3,1.6,0.45
2018,,Punjapadar,Amreli,,,329.0,,270.0,421.0,17.0,14.8,4.0,0.0,628.0,,108.0,90.0,,24.0,7.0,36.0,799.0,7.2,0.86
2018,,Tajpur,Amreli,,,171.0,,140.0,222.0,17.0,15.0,1.0,0.0,331.0,,18.0,150.0,,28.0,19.0,21.0,7.82,2.3,0.3
2018,,Timbi,Amreli,,,549.0,,450.0,2111.0,198.0,23.5,188.0,0.0,3151.0,,450.0,560.0,,48.0,107.0,575.0,7.84,32.0,0.93
2018,,Untvad,Amreli,,,281.0,,230.0,729.0,34.0,26.9,200.0,0.0,1088.0,,77.0,420.0,,92.0,46.0,121.0,7.75,0.7,0.41
2018,,Vaghania Juna,Amreli,,,366.0,,300.0,1270.0,150.0,16.7,124.0,0.0,1895.0,,350.0,310.0,,16.0,65.0,333.0,8.25,11.3,0.64
2018,,Vanda,Amreli,,,1122.0,,1260.0,2728.0,145.0,29.2,28.0,204.0,4072.0,,838.0,260.0,,80.0,15.0,469.0,8.54,0.9,1.2
2018,,Vankiya,Amreli,,,256.0,,210.0,456.0,30.0,20.0,39.0,0.0,680.0,,42.0,260.0,,52.0,32.0,57.0,7.97,0.23,0.36
2018,,Vankiya,Amreli,,,427.0,,350.0,615.0,26.0,11.6,19.0,0.0,918.0,,168.0,110.0,,16.0,17.0,57.0,8.29,0.9,0.51
2018,,Adas_DW,Anand,,,561.0,,460.0,907.0,70.0,23.0,80.0,0.0,1354.0,,64.0,610.0,,24.0,133.0,99.0,8.25,1.2,0.46
2018,,Anand,Anand,,,720.0,,590.0,1050.0,76.0,3.8,21.0,0.0,1567.0,,185.0,440.0,,84.0,56.0,128.0,7.83,4.4,0.65
2018,,Anklav2,Anand,,,561.0,,460.0,787.0,33.0,17.4,37.0,0.0,1174.0,,148.0,330.0,,20.0,68.0,92.0,8.13,1.7,0.43
2018,,Bhadran (Utiyapara),Anand,,,622.0,,510.0,888.0,49.0,2.6,32.0,0.0,1325.0,,128.0,450.0,,32.0,90.0,99.0,8.2,1.3,0.79
2018,,Boriyavi,Anand,,,488.0,,400.0,734.0,38.0,16.3,27.0,0.0,1095.0,,142.0,280.0,,20.0,56.0,107.0,8.15,16.5,0.52
2018,,Dharmaj,Anand,,,549.0,,450.0,929.0,38.0,16.0,41.0,0.0,1386.0,,216.0,250.0,,24.0,46.0,142.0,8.3,2.5,0.61
2018,,Kansari1,Anand,,,610.0,,500.0,2361.0,49.0,19.1,6.8,0.0,3524.0,,650.0,220.0,,52.0,22.0,794.0,7.94,21.0,0.42
2018,,Parvata,Anand,,,500.0,,410.0,699.0,46.0,3.3,19.0,0.0,1043.0,,130.0,290.0,,32.0,51.0,71.0,7.45,0.7,0.99
2018,,Ras,Anand,,,573.0,,470.0,969.0,32.0,14.0,13.0,60.0,1446.0,,323.0,100.0,,12.0,17.0,128.0,8.54,1.4,3.0
2018,,Tol,Anand,,,305.0,,250.0,455.0,37.0,17.1,5.0,0.0,679.0,,57.0,230.0,,36.0,34.0,57.0,8.11,10.2,0.77
2018,,Amirgadh,Banaskantha,,,439.0,,460.0,1361.0,123.0,5.4,53.0,60.0,2031.0,,285.0,530.0,,44.0,102.0,341.0,8.35,2.2,0.83
2018,,Bharol1,Banaskantha,,,293.0,,340.0,472.0,15.0,0.8,4.9,60.0,705.0,,32.0,300.0,,80.0,24.0,50.0,8.48,49.0,0.45
2018,,Dantiwada,Banaskantha,,,220.0,,180.0,330.0,16.0,0.8,34.0,0.0,492.0,,28.0,230.0,,56.0,22.0,43.0,8.15,0.62,0.33
2018,,Gangodra,Banaskantha,,,232.0,,190.0,379.0,22.0,0.9,42.0,0.0,566.0,,35.0,260.0,,48.0,34.0,57.0,8.02,0.94,0.28
2018,,Iqbalgarh,Banaskantha,,,439.0,,360.0,2039.0,110.0,4.4,34.0,0.0,3043.0,,300.0,890.0,,180.0,107.0,710.0,8.12,14.0,2.7
2018,,Jhat,Banaskantha,,,439.0,,440.0,900.0,75.0,13.0,25.0,48.0,1343.0,,295.0,100.0,,16.0,15.0,135.0,8.6,26.0,1.4
2018,,Khoda,Banaskantha,,,451.0,,370.0,1197.0,126.0,13.0,0.96,0.0,1786.0,,368.0,150.0,,20.0,24.0,320.0,8.23,4.5,1.9
2018,,Kidotar,Banaskantha,,,647.0,,530.0,804.0,25.0,3.2,19.0,0.0,1200.0,,150.0,410.0,,68.0,58.0,121.0,8.18,6.0,0.8
2018,,Meda,Banaskantha,,,183.0,,150.0,543.0,39.0,1.9,65.0,0.0,810.0,,72.0,270.0,,68.0,24.0,114.0,7.8,2.3,0.52
2018,,Palanpur2,Banaskantha,,,305.0,,250.0,952.0,63.0,4.5,116.0,0.0,1421.0,,188.0,330.0,,48.0,51.0,227.0,8.02,0.68,0.7
2018,,Ratanpur2,Banaskantha,,,146.0,,120.0,771.0,68.0,1.7,127.0,0.0,1151.0,,78.0,420.0,,108.0,36.0,192.0,7.8,4.1,0.15
2018,,Sodapur,Banaskantha,,,366.0,,300.0,537.0,41.0,5.3,20.0,0.0,801.0,,145.0,140.0,,20.0,22.0,64.0,8.25,1.9,1.45
2018,,Arethi,Bharuch,,,220.0,,180.0,591.0,26.0,1.5,172.0,0.0,882.0,,59.0,310.0,,60.0,39.0,43.0,7.45,0.57,0.24
2018,,Bharuch,Bharuch,,,415.0,,340.0,2848.0,61.0,7.03,410.0,0.0,4250.0,,514.0,1010.0,,72.0,202.0,922.0,7.34,2.2,0.29
2018,,Bhensli,Bharuch,,,549.0,,450.0,1956.0,44.0,11.5,360.0,0.0,2920.0,,500.0,360.0,,44.0,61.0,418.0,7.98,14.0,0.74
2018,,Chhindra,Bharuch,,,366.0,,300.0,720.0,63.0,1.5,75.0,0.0,1075.0,,65.0,340.0,,64.0,44.0,78.0,7.95,47.0,0.4
2018,,Dahegam,Bharuch,,,366.0,,300.0,677.0,50.0,0.7,30.0,0.0,1010.0,,32.0,400.0,,44.0,71.0,92.0,7.64,31.0,0.18
2018,,Ilav,Bharuch,,,793.0,,650.0,1709.0,124.0,23.5,310.0,0.0,2550.0,,541.0,100.0,,24.0,10.0,142.0,7.94,1.6,2.5
2018,,Jambusar2,Bharuch,,,390.0,,320.0,2901.0,72.0,19.8,455.0,0.0,4330.0,,839.0,340.0,,52.0,51.0,929.0,7.82,1.8,0.86
2018,,Jetpur1_(नवी नगरी),Bharuch,,,439.0,,360.0,2915.0,51.0,12.7,475.0,0.0,4350.0,,714.0,600.0,,88.0,92.0,908.0,7.49,17.0,0.29
2018,,Jokhla,Bharuch,,,427.0,,350.0,663.0,42.0,2.5,14.0,0.0,989.0,,96.0,290.0,,48.0,41.0,71.0,7.51,0.51,1.2
2018,,Kalak_1,Bharuch,,,171.0,,140.0,784.0,21.0,4.6,112.0,0.0,1170.0,,159.0,230.0,,44.0,29.0,220.0,8.01,7.0,0.35
2018,,Kaswa,Bharuch,,,842.0,,690.0,1722.0,70.0,15.3,238.0,0.0,2570.0,,498.0,200.0,,40.0,24.0,206.0,7.81,2.7,1.3
2018,,Kavi,Bharuch,,,207.0,,170.0,1149.0,27.0,7.4,198.0,0.0,1715.0,,273.0,260.0,,40.0,39.0,326.0,7.81,7.4,0.29
2018,,Kondh,Bharuch,,,268.0,,220.0,449.0,13.0,2.7,12.0,0.0,670.0,,79.0,160.0,,48.0,10.0,64.0,7.64,1.0,0.76
2018,,Luhara,Bharuch,,,183.0,,150.0,271.0,5.0,0.4,26.0,0.0,405.0,,13.0,170.0,,36.0,19.0,14.0,7.67,2.0,0.26
2018,,Mahegam1,Bharuch,,,159.0,,130.0,851.0,18.0,5.8,259.0,0.0,1270.0,,192.0,210.0,,28.0,34.0,156.0,7.77,7.0,0.22
2018,,Modoliya,Bharuch,,,317.0,,260.0,1136.0,89.0,0.7,52.0,0.0,1695.0,,45.0,745.0,,88.0,128.0,326.0,7.32,0.5,0.21
2018,,Mokhdi,Bharuch,,,354.0,,290.0,791.0,27.0,0.7,36.0,0.0,1180.0,,35.0,510.0,,72.0,80.0,170.0,7.06,0.35,0.25
2018,,Motwan,Bharuch,,,232.0,,190.0,496.0,15.0,1.3,64.0,0.0,740.0,,49.0,260.0,,40.0,39.0,71.0,7.38,2.3,0.48
2018,,Mulad,Bharuch,,,427.0,,350.0,2181.0,34.0,14.6,472.0,0.0,3255.0,,600.0,320.0,,40.0,54.0,539.0,7.51,6.8,0.42
2018,,Navetha,Bharuch,,,183.0,,150.0,436.0,13.0,1.9,22.0,0.0,650.0,,59.0,190.0,,32.0,27.0,99.0,7.81,4.3,0.29
2018,,Netrang1,Bharuch,,,232.0,,190.0,813.0,34.0,0.8,88.0,0.0,1213.0,,39.0,510.0,,128.0,46.0,206.0,7.16,0.3,0.18
2018,,Nirnavi,Bharuch,,,317.0,,260.0,1109.0,26.0,8.4,212.0,0.0,1655.0,,307.0,250.0,,48.0,32.0,305.0,7.63,4.7,0.56
2018,,Panoli,Bharuch,,,635.0,,520.0,1809.0,55.0,15.7,358.0,0.0,2700.0,,522.0,210.0,,28.0,34.0,291.0,7.89,3.2,1.5
2018,,Rayma,Bharuch,,,146.0,,120.0,482.0,23.0,2.2,58.0,0.0,720.0,,73.0,200.0,,8.0,44.0,113.0,7.81,1.7,0.17
2018,,Roja Tankaria,Bharuch,,,439.0,,360.0,3631.0,305.0,10.5,482.0,0.0,5420.0,,771.0,1020.0,,88.0,195.0,1135.0,7.44,11.0,0.15
2018,,Sahol,Bharuch,,,415.0,,340.0,2707.0,560.0,12.9,314.0,0.0,4040.0,,681.0,530.0,,84.0,78.0,638.0,7.53,4.9,0.68
2018,,Sajod,Bharuch,,,720.0,,590.0,1609.0,69.0,14.6,45.0,0.0,2401.0,,463.0,190.0,,24.0,32.0,362.0,8.01,2.9,2.8
2018,,Sarod,Bharuch,,,317.0,,260.0,750.0,14.0,2.9,41.0,0.0,1119.0,,116.0,300.0,,40.0,49.0,170.0,7.28,4.4,0.46
2018,,Sindhav,Bharuch,,,512.0,,420.0,1025.0,14.0,9.6,155.0,0.0,1530.0,,269.0,150.0,,28.0,19.0,121.0,7.98,27.0,0.1
2018,,Tankari,Bharuch,,,757.0,,620.0,5771.0,1164.0,52.2,495.0,0.0,8614.0,,1860.0,240.0,,28.0,41.0,1582.0,8.01,22.0,2.0
2018,,Utraj,Bharuch,,,378.0,,310.0,645.0,24.0,2.2,67.0,0.0,962.0,,86.0,290.0,,60.0,34.0,57.0,7.99,2.4,0.64
2018,,Manad(मनाड),Bharuch*,,,476.0,,390.0,1205.0,23.0,3.6,152.0,0.0,1798.0,,182.0,490.0,,64.0,80.0,234.0,7.71,10.0,0.41
2018,,Aambla,Bhavnagar,,,280.0,,230.0,467.0,45.0,17.4,13.0,0.0,697.0,,56.0,280.0,,32.0,49.0,78.0,8.13,2.8,0.79
2018,,Bhavnagar,Bhavnagar,,,415.0,,340.0,773.0,57.0,18.3,32.0,0.0,1154.0,,164.0,270.0,,40.0,41.0,142.0,7.92,0.5,0.41
2018,,Bora,Bhavnagar,,,549.0,,630.0,1077.0,81.0,12.0,68.0,108.0,1607.0,,360.0,120.0,,16.0,19.0,107.0,8.46,2.6,1.7
2018,,Datha,Bhavnagar,,,464.0,,380.0,813.0,15.0,17.8,7.5,0.0,1214.0,,204.0,220.0,,40.0,29.0,178.0,8.11,4.9,1.2
2018,,Dhasa,Bhavnagar,,,598.0,,490.0,899.0,45.0,24.4,28.0,0.0,1342.0,,188.0,360.0,,76.0,41.0,142.0,8.02,4.9,0.63
2018,,Gadhada,Bhavnagar,,,488.0,,400.0,767.0,15.0,23.0,5.2,0.0,1145.0,,110.0,370.0,,68.0,49.0,128.0,7.77,2.2,0.27
2018,,Gogha,Bhavnagar,,,695.0,,570.0,4126.0,298.0,33.1,320.0,0.0,6158.0,,1124.0,650.0,,140.0,73.0,1420.0,8.08,11.0,0.71
2018,,Kundheli,Bhavnagar,,,159.0,,130.0,196.0,7.0,13.9,0.6,0.0,292.0,,8.0,150.0,,24.0,22.0,21.0,7.96,2.2,0.26
2018,,Longadi,Bhavnagar,,,354.0,,290.0,472.0,26.0,16.7,4.9,0.0,705.0,,80.0,180.0,,36.0,22.0,43.0,8.17,25.0,0.88
2018,,Mahuva,Bhavnagar,,,903.0,,740.0,2594.0,171.0,14.5,66.0,0.0,3872.0,,836.0,180.0,,24.0,29.0,724.0,8.26,1.9,1.2
2018,,Motivadal,Bhavnagar,,,439.0,,360.0,884.0,70.0,21.5,19.0,0.0,1320.0,,106.0,470.0,,40.0,90.0,199.0,8.07,9.0,0.33
2018,,Ningala,Bhavnagar,,,390.0,,320.0,615.0,39.0,12.0,14.0,0.0,918.0,,163.0,120.0,,16.0,19.0,71.0,8.19,1.0,0.76
2018,,Panchpipla,Bhavnagar,,,451.0,,370.0,868.0,46.0,17.2,19.0,0.0,1296.0,,188.0,260.0,,32.0,43.0,170.0,8.12,1.0,0.79
2018,,Talaja,Bhavnagar,,,195.0,,160.0,1331.0,106.0,27.3,70.0,0.0,1986.0,,156.0,700.0,,76.0,124.0,497.0,7.87,0.8,0.64
2018,,Tatum,Bhavnagar,,,305.0,,250.0,2175.0,206.0,40.4,136.0,0.0,3247.0,,370.0,820.0,,200.0,78.0,710.0,7.92,3.0,0.45
2018,,Thardera,Bhavnagar,,,366.0,,300.0,1855.0,170.0,34.0,269.0,0.0,2769.0,,196.0,960.0,,136.0,151.0,454.0,7.97,2.9,0.47
2018,,Vadal,Bhavnagar,,,342.0,,280.0,715.0,50.0,21.0,18.0,0.0,1067.0,,53.0,410.0,,44.0,72.0,128.0,7.71,0.5,0.36
2018,,Vavdi,Bhavnagar,,,366.0,,300.0,518.0,21.0,18.0,30.0,0.0,773.0,,71.0,290.0,,36.0,49.0,71.0,8.1,0.9,0.41
2018,,Jampor,Daman,,,329.0,,270.0,718.0,50.0,23.0,18.0,0.0,1072.0,,63.0,430.0,,64.0,66.0,163.0,7.99,24.0,0.17
2018,,Khariwad daman,Daman,,,244.0,,200.0,323.0,12.0,19.1,13.0,0.0,482.0,,57.0,170.0,,44.0,15.0,50.0,7.87,9.5,0.35
2018,,Manwad,Daman,,,268.0,,220.0,413.0,50.0,18.1,11.0,0.0,616.0,,50.0,250.0,,40.0,36.0,57.0,7.98,1.7,0.0
2018,,Warkund,Daman,,,403.0,,330.0,1149.0,82.0,26.5,51.0,0.0,1715.0,,109.0,710.0,,60.0,136.0,305.0,7.85,1.2,0.67
2018,,Gomtimata,Diu,,,598.0,,490.0,1445.0,107.0,22.2,104.0,0.0,2157.0,,309.0,470.0,,48.0,85.0,305.0,8.16,6.2,0.64
2018,,Badpa,Dohad,,,427.0,,350.0,650.0,42.0,7.3,3.0,0.0,970.0,,185.0,120.0,,32.0,10.0,92.0,8.17,1.2,4.6
2018,,Dadhela,Dohad,,,366.0,,300.0,525.0,38.0,17.3,33.0,0.0,784.0,,65.0,310.0,,24.0,61.0,64.0,7.79,4.9,1.3
2018,,Dahod Urban-1,Dohad,,,220.0,,180.0,386.0,26.0,1.2,37.0,0.0,576.0,,40.0,210.0,,56.0,17.0,35.0,7.72,0.58,1.4
2018,,Dahod Urban-2,Dohad,,,378.0,,310.0,1279.0,115.0,4.1,185.0,0.0,1909.0,,215.0,530.0,,76.0,83.0,291.0,7.85,3.8,3.5
2018,,Dahod Urban-3,Dohad,,,305.0,,250.0,947.0,135.0,4.4,110.0,0.0,1414.0,,185.0,340.0,,60.0,46.0,184.0,7.78,3.0,0.5
2018,,Dahod2,Dohad,,,451.0,,370.0,1025.0,76.0,5.5,28.0,0.0,1530.0,,225.0,320.0,,48.0,49.0,220.0,7.89,2.0,2.2
2018,,Garbara,Dohad,,,525.0,,430.0,4615.0,440.0,13.1,795.0,0.0,6888.0,,1048.0,1211.0,,104.0,231.0,1312.0,7.86,26.0,6.5
2018,,Kanjetha,Dohad,,,293.0,,240.0,464.0,29.0,2.0,14.0,0.0,692.0,,66.0,210.0,,40.0,27.0,50.0,8.02,2.8,0.73
2018,,Khandania,Dohad,,,256.0,,210.0,342.0,18.0,1.4,16.0,0.0,510.0,,43.0,190.0,,40.0,22.0,21.0,7.82,0.97,3.0
2018,,Limbdi,Dohad,,,281.0,,230.0,520.0,26.0,2.5,1.1,0.0,776.0,,85.0,220.0,,40.0,29.0,106.0,7.86,4.9,1.0
2018,,Mirakhedi,Dohad,,,293.0,,240.0,559.0,37.0,1.2,74.0,0.0,835.0,,52.0,340.0,,96.0,24.0,71.0,7.76,0.61,1.04
2018,,Panchwada,Dohad,,,329.0,,270.0,509.0,25.0,2.1,34.0,0.0,759.0,,77.0,250.0,,24.0,46.0,57.0,7.99,4.1,1.5
2018,,Sarsava,Dohad,,,329.0,,270.0,439.0,20.0,1.5,3.0,0.0,655.0,,52.0,220.0,,68.0,12.0,35.0,7.84,3.5,0.57
2018,,Sukhsar,Dohad,,,268.0,,220.0,457.0,27.0,2.1,56.0,0.0,682.0,,69.0,210.0,,56.0,17.0,57.0,7.82,1.6,0.76
2018,,Thada,Dohad,,,171.0,,140.0,265.0,19.0,0.9,7.9,0.0,395.0,,25.0,160.0,,40.0,15.0,35.0,7.85,3.1,0.46
2018,,Tokarba,Dohad,,,525.0,,430.0,858.0,27.0,0.8,9.1,0.0,1280.0,,47.0,600.0,,188.0,32.0,163.0,7.84,6.0,0.85
2018,,Varamkheda,Dohad,,,220.0,,180.0,312.0,15.0,1.3,13.0,0.0,465.0,,38.0,170.0,,44.0,15.0,35.0,7.97,3.4,0.65
2018,,Paliya,Gandhinagar,,,464.0,,520.0,1631.0,131.0,4.0,113.0,84.0,2434.0,,240.0,690.0,,64.0,129.0,327.0,8.32,1.55,1.3
2018,,Amaliya Chokari,Jamnagar,,,488.0,,400.0,2336.0,131.0,4.8,14.0,0.0,3486.0,,346.0,1000.0,,160.0,146.0,788.0,7.86,5.7,0.78
2018,,Ambardi,Jamnagar,,,464.0,,380.0,978.0,88.0,3.6,55.0,0.0,1459.0,,171.0,420.0,,68.0,61.0,185.0,7.74,1.9,0.62
2018,,Amran,Jamnagar,,,317.0,,320.0,683.0,73.0,6.7,3.1,36.0,1020.0,,176.0,130.0,,40.0,7.3,92.0,8.31,4.1,0.85
2018,,Aramda,Jamnagar,,,403.0,,330.0,888.0,113.0,7.4,2.6,0.0,1325.0,,240.0,200.0,,60.0,12.0,192.0,8.13,17.0,2.2
2018,,Balva,Jamnagar,,,476.0,,390.0,830.0,34.0,1.6,22.0,0.0,1239.0,,84.0,500.0,,132.0,41.0,170.0,7.63,3.7,0.3
2018,,Bed,Jamnagar,,,317.0,,260.0,1380.0,152.0,4.1,197.0,0.0,2060.0,,220.0,540.0,,128.0,54.0,341.0,7.41,1.8,0.14
2018,,Bhadthar,Jamnagar,,,268.0,,220.0,377.0,15.0,2.2,15.0,0.0,563.0,,65.0,160.0,,36.0,17.0,35.0,6.89,2.4,0.41
2018,,Bhanvad,Jamnagar,,,464.0,,380.0,746.0,51.0,1.7,16.0,0.0,1113.0,,80.0,410.0,,100.0,39.0,85.0,7.73,1.5,0.42
2018,,Changa,Jamnagar,,,281.0,,230.0,1034.0,101.0,1.8,81.0,0.0,1543.0,,99.0,570.0,,132.0,58.0,277.0,7.64,0.69,0.03
2018,,Dhrol,Jamnagar,,,634.0,,520.0,1446.0,142.0,4.3,0.02,0.0,2158.0,,235.0,570.0,,84.0,88.0,327.0,7.93,3.1,0.61
2018,,Dwarka,Jamnagar,,,427.0,,350.0,2352.0,227.0,10.2,101.0,0.0,3510.0,,550.0,550.0,,120.0,61.0,724.0,7.55,38.0,0.25
