164,Daman,Jempore,7.89,1150.0,771.0,0.0,537,71.0,42,15,0.6,440,100.0,46.0,440,70.0,7.0,,1.45
165,Daman,Manwad,7.98,746.0,500.0,0.0,390,43.0,5,10,0.14,320,72.0,29.0,300,44.0,0.8,,1.1
166,Daman,Warkhund,8.01,1460.0,978.0,0.0,415,262.0,14,14,0.7,340,64.0,79.0,490,116.0,8.0,,2.28,,,,,,,,,,,,,,,,,,,,,,
167,Diu,Diu,7.9,1208.0,809.0,0.0,488,135.0,13,7,0.7,400,40.0,19.0,180,199.0,34.2,0.57,6.45,,,,,,,,,,,,,,,,,,,,,,
168,Diu,Gomtimata,7.8,4065.0,2724.0,0.0,573,880.0,135,158,0.7,470,80.0,122.0,700,599.0,44.8,0.0,9.84,,,,,,,,,,,,,,,,,,,,,,
169,Diu,Jolawadi,7.4,11700.0,7839.0,0.0,244,3728.0,33,719,0.15,200,560.0,450.0,3250,1404.0,43.8,0.0,10.71,,,,,,,,,,,,,,,,,,,,,,
170,Gandhinagar,Paliya,,7.8,,,1906,,1277,0,,659,,,227,,,100.0,,142.0,,1.1,,540.0,,56.0,,,115.0,,,620.0,,,219.0,,,0.0,,0.0,3.82
171,Gandhinagar,Serthapara1,7.6,3100.0,2077.0,0.0,1293,319.0,34,35,2.1,1060,160.0,96.0,800,324.0,36.0,0.0,4.98,,,,,,,,,,,,,,,,,,,,,,
172,Jamnagar,Ambardi,7.7,2120.0,1420.0,0.0,345,398.0,175,71,0.48,283,112.0,83.0,620,206.0,3.7,,3.6,,,,,,,,,,,,,,,,,,,,,,
173,Jamnagar,Bhanvad,8.0,1099.0,736.0,0.0,329,135.0,60,32,0.38,270,64.0,41.0,330,99.0,0.4,6.4,2.37,,,,,,,,,,,,,,,,,,,,,,
174,Jamnagar,Mota kalawad,7.6,2378.0,1593.0,0.0,220,596.0,37,81,0.6,180,232.0,73.0,880,123.0,1.2,,1.8,,,,,,,,,,,,,,,,,,,,,,
175,Jamnagar,Dhrol2,8.1,1706.0,1143.0,0.0,525,298.0,10,76,0.35,430,48.0,66.0,390,255.0,1.9,0.0,5.61,,,,,,,,,,,,,,,,,,,,,,
176,Jamnagar,Balwa,8.2,922.0,618.0,0.0,232,114.0,70,82,0.35,190,96.0,27.0,350,67.0,1.5,,1.56,,,,,,,,,,,,,,,,,,,,,,
177,Jamnagar,Seth vadala,8.0,1346.0,902.0,0.0,317,163.0,31,170,0.45,260,92.0,54.0,450,113.0,0.9,,2.32,,,,,,,,,,,,,,,,,,,,,,
178,Jamnagar,Bed,7.6,2414.0,1617.0,0.0,232,426.0,250,191,0.2,190,208.0,44.0,700,230.0,6.0,,3.78,,,,,,,,,,,,,,,,,,,,,,
