196,Jamnagar,Kalyanpur2,7.80,5755,3856,0,488,1527,80,243,2.00,400,140,170,1050,853,2.6,Unnamed: 0,11.45
197,Jamnagar,Pindara,8.0,1020,683,0,281,170,2,8,0.45,230,68,32,300,85,8.4,,2.13
198,Jamnagar,Raval,7.7,3062,2052,0,207,781,70,186,0.2,170,208,83,860,311,1.0,,4.61
199,Jamnagar,Kajuda,7.6,5121,3431,0,476,1122,46,504,0.44,390,160,170,1100,670,5.5,,8.78
200,Jamnagar,Kuvadia,8.1,708,474,0,220,85,44,26,0.26,180,60,24,250,53,0.3,0.47,1.46
201,Jamnagar,Salaya,7.9,1472,986,0,427,206,40,29,0.2,350,92,34,370,155,23.4,,3.5
202,Jamnagar,Vadtara,8.1,1205,807,0,354,163,135,62,0.18,290,100,7,280,192,1.2,,4.99
203,Jamnagar,Vinjhalpur,8.0,1219,817,0,244,192,65,87,0.2,200,68,17,240,174,1.3,,4.88
204,Jamnagar,Lalpur1,7.5,1600,1072,0,329,362,70,32,0.3,270,108,34,410,215,2.4,,4.62
205,Jamnagar,Vad panchasara,8.0,1328,890,0,500,185,22,35,0.48,410,92,44,410,147,6.3,,3.16
206,Jamnagar,Aramda,7.9,4335,2904,0,1037,838,42,60,0.6,850,120,73,600,685,54.1,,12.16
207,Jamnagar,Dwarka,7.8,2172,1455,0,232,469,110,22,0.25,190,72,39,340,291,26.0,,6.86
208,Jamnagar,Mojap,7.6,7060,4730,0,659,1882,11,62,1.54,540,140,97,750,1176,71.8,,18.67
209,Jamnagar,Samrasar,7.6,11280,7558,0,403,3657,10,390,3.48,330,320,389,2400,1646,25.4,,14.61
210,Jamnagar,Varwada,7.3,8243,5523,0,305,2592,60,345,0.75,250,260,291,1850,1156,14.4,,11.69
211,Jamnagar,Ambaliya,8.0,3654,2448,0,622,824,4,122,3.2,510,56,107,580,573,16.9,,10.34
212,Junagadh,Bilkha,8.2,1000,670,0,244,192,42,76,0.3,200,56,61,390,91,1.0,,2.0
213,Junagadh,Junagadh1,8.0,1080,724,0,183,206,60,37,0.25,150,76,41,360,79,2.7,0.85,1.81
214,Junagadh,Keshod,8.2,1032,691,0,329,85,38,61,0.3,270,84,32,340,67,7.4,1.7,1.58
215,Junagadh,Kodinar1,7.3,2390,1601,0,378,525,32,97,0.75,310,128,92,700,225,1.8,,3.7
216,Junagadh,Budhecha,8.2,1603,1074,0,122,369,35,143,0.5,100,84,36,360,205,4.4,,4.7
217,Junagadh,Chorwad,7.2,9823,6581,0,122,3515,32,230,0.2,100,860,231,3100,1052,4.3,,8.21
218,Junagadh,Juthal,8.2,835,559,0,293,107,7,8,0.3,240,76,24,290,54,2.2,,1.38
219,Junagadh,Kanek,7.6,7820,5239,0,146,2556,36,223,0.25,120,980,163,3120,420,17.3,,3.27
220,Junagadh,Khambalia1,7.9,4095,2744,0,244,1250,33,59,0.2,200,272,34,820,577,16.6,0.0,8.76
221,Junagadh,Kukaswada,7.6,7124,4773,0,146,2414,24,120,0.15,120,820,73,2350,627,3.5,0.0,5.62
222,Junagadh,Bantva,7.5,3796,2543,0,378,753,30,452,0.68,310,72,54,400,682,2.0,,14.83
223,Junagadh,Antroli,7.1,9820,6579,0,98,3479,70,273,0.15,80,700,280,2900,1146,18.6,,9.25
224,Junagadh,Arena,7.8,7800,5226,0,159,2663,60,231,0.15,130,600,231,2450,816,35.3,,7.17
225,Junagadh,Bamanwara,7.5,10233,6856,0,110,3373,90,633,0.4,90,###,462,4600,479,4.0,,3.07
226,Junagadh,Goraj,8.2,980,657,0,342,135,50,15,1.0,280,48,34,260,125,2.5,,3.37
227,Junagadh,Khorada1,8.0,2800,1876,0,488,611,155,33,0.66,400,128,88,680,347,1.7,,5.79
